股票代码,股票名称,所属行业,PE(动),总市值,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%),预告类型,预告日期,变动范围,score
300501,海顺新材,包装材料,70.94,45.83,0.2211,8.3369,0.040999999999999995,4.5455,6725.88,2.5297,2.56,37.38,11.26,28.87,10.38,-4.63,,,,16
2699,美盛文化,文教休闲,94.36,179.2,0.06,6.8591,0.0697,4.7651,50531.82,1.0069,0.9,37.29,5.17,4.63,125.58,-67.75,,,,16
603811,诚意药业,医药制造,66.89,45.60,0.8001,6.577000000000001,1.4879,4.4809,8520.0,0.8075,26.42,51.11,23.09,1.35,18.13,19.66,,,,15
709,河钢股份,钢铁行业,30.89,384.4,0.0879,4.1711,0.8218,2.1854,1061860.79,0.7849,2.12,12.78,74.14,-3.4,83.9,101.43,预增,2017-04-15,430.62%~456.29%,15
603818,曲美家居,木业家具,45.92,84.96,0.38,2.8557,0.6073,0.6793,48412.0,1.0501,14.24,40.54,21.98,32.52,58.21,64.0,,,,15
603989,艾华集团,电子元件,42.36,113.3,0.88,5.9389,1.1888,3.091,30000.0,1.4985,15.22,34.88,20.43,18.74,17.1,9.54,,,,15
96,广聚能源,石油行业,61.82,86.33,0.55,4.3226,-0.0861,0.6654,52800.0,1.9866,13.69,18.79,5.16,-9.29,98.9,1432.38,预增,2017-04-13,332,15
735,罗牛山,农牧饲渔,78.8,84.18,0.0737,2.9806,0.2508,1.3539,115151.36,0.507,2.68,29.4,42.72,22.07,31.32,0.0,预增,2017-04-12,1476.84%~1514.39%,15
601965,中国汽研,汽车行业,30.15,102.6,0.08,4.2595,-0.0669,1.4684,96117.99,1.6042,1.83,32.01,14.59,69.72,22.7,22.95,,,,15
603599,广信股份,农药兽药,33.47,64.87,0.48,6.3875,0.45399999999999996,2.2462,37648.0,2.7276,7.82,31.48,28.88,13.33,39.06,36.58,,,,15
603960,克来机电,专用设备,79.43,28.43,0.4474,4.9831,1.0145,2.612,8000.0,1.2291,16.56,35.39,38.48,24.25,16.89,11.45,,,,15
40,东旭蓝天,房地产,102.7,180.1,0.19,8.1993,-0.2119,6.6361,133717.33,0.4145,2.85,16.6,36.58,126.54,182.64,91.51,,,,15
603166,福达股份,汽车行业,115.8,90.64,0.11,3.4606,0.1561,1.7465,59201.87,0.6545,2.87,27.01,41.9,1.52,65.77,133.44,预增,2017-04-14,200%~220%,15
603089,正裕工业,汽车行业,61.07,53.87,0.22,5.9024,-0.0528,3.2274,10667.0,1.3619999999999999,3.9,31.6,33.17,32.01,4.12,7.91,,,,15
603189,网达软件,软件服务,287.65,76.57,0.12,3.3219,-0.2132,1.6812,22080.0,0.5562,5.37,48.98,4.81,38.44,17.44,26.93,,,,15
603678,火炬电子,电子元件,73.17,141.6,0.2,13.0484,0.1135,7.4993,18106.64,4.1417,1.54,22.34,18.47,16.25,11.82,-4.03,,,,15
601888,中国国旅,旅游酒店,28.51,555.3,1.4963,12.4647,1.3381,4.9286,97623.78,6.2306,12.42,24.98,26.3,4.12,10.78,10.77,,,,15
665,湖北广电,文化传媒,29.63,93.91,0.48,8.7982,1.6556,5.4501,63621.74,2.1934,5.55,45.39,28.66,3.09,-18.51,-22.29,,,,15
599,青岛双星,汽车行业,51.29,55.45,0.12,3.8929,0.177,1.7722,67457.89,1.0441,3.13,14.74,63.17,70.29,92.43,153.33,,,,15
17,深中华A,文教休闲,2174.32,60.32,0.0038,0.0251,-0.0104,1.1387,55134.79,-2.1729,16.25,9.63,74.3,-13.91,286.65,271.75,,,,15
601566,九牧王,纺织服装,24.23,101.0,0.28,8.0719,0.3694,4.4825,57463.72,1.9524,3.5,57.73,16.96,13.6,23.92,17.6,,,,15
601857,中国石油,石油行业,631.39,14514,0.04,6.4983,1.4489,0.7014,18302097.78,3.8586,0.7,23.58,42.72,-6.29,-77.84,-85.68,预盈,2017-04-08,0,15
603001,奥康国际,纺织服装,27.1,92.43,0.638,10.0897,-0.0738,4.8126,40098.0,3.7493,6.21,36.8,23.91,-2.71,-5.26,-8.1,,,,15
7,全新好,旅游酒店,237.2,54.99,0.3378,1.604,-0.1046,1.1799,23096.54,-0.6148,19.13,66.19,15.0,-60.73,457.43,-234.38,预减,2017-04-15,-97.39%~-96.09%,15
418,小天鹅A,家电行业,22.26,261.5,0.63,10.0652,-0.2672,1.9018,63248.78,6.5673,6.44,25.69,59.92,34.21,25.28,26.78,,,,15
603033,三维股份,塑胶制品,60.32,46.87,1.16,12.0799,1.7338,4.9987,9070.0,5.5734,11.45,24.94,15.05,-0.89,-13.09,-11.54,,,,15
603041,美思德,化工行业,0.0,0,0.2,6.7228,-0.0186,3.1204,10000.0,2.2693,3.23,38.11,10.69,13.44,-8.46,-9.86,,,,15
603228,景旺电子,电子元件,39.44,215.4,1.0041,6.6921,0.9118,2.557,40800.0,2.9979,0.0,31.89,47.05,22.78,26.67,27.42,,,,15
601992,金隅股份,水泥建材,16.58,501.9,0.25,3.6729,0.3281,0.5493,1067777.11,1.9648,6.72,23.45,69.81,16.65,33.17,71.65,预增,2017-04-12,0,15
603421,鼎信通讯,通讯行业,61.98,167.8,0.16,4.6302,-0.1215,1.2321,43340.0,2.0298,3.53,74.0,8.84,14.9,0.0,0.0,,,,15
603886,元祖股份,食品饮料,41.57,81.98,0.69,4.4518,1.1897,2.1456,24000.0,0.9343,26.8,63.74,40.05,0.92,9.18,7.06,,,,15
669,金鸿能源,塑胶制品,35.9,83.45,0.3587,8.0488,0.0829,3.6830000000000003,48600.63,3.2244,4.39,35.35,63.61,-10.88,-19.69,-20.83,,,,15
603319,湘油泵,汽车行业,90.36,45.16,0.4632,7.1571,0.7651,2.501,8092.0,3.1979,9.96,30.54,50.59,12.17,4.18,0.0,,,,15
603060,国检集团,工程建设,70.83,80.28,0.6827,4.2198,0.9243,2.0580000000000003,22000.0,0.9725,25.49,47.6,23.07,11.39,10.39,5.35,,,,15
603779,威龙股份,酿酒行业,178.36,69.07,0.17,3.7646,0.0358,0.723,20020.0,1.8495,4.6,58.58,48.0,4.77,159.98,158.56,,,,15
603006,联明股份,汽车行业,51.52,64.39,0.6696,4.3051,0.9852,0.853,19283.56,2.463,16.7,26.3,25.63,34.95,32.12,146.63,,,,15
601318,中国平安,保险,10.77,6718,3.5,20.9761,12.4629,6.7018,1828024.14,9.6242,17.4,0.0,91.28,14.91,15.11,14.15,,,,15
603108,润达医疗,医药制造,91.97,104.0,0.41,6.5761,-0.3897,4.0581,32196.34,1.4099,10.95,28.1,45.91,32.91,26.88,23.6,,,,15
701,厦门信达,商业百货,47.28,60.87,0.0494,7.8182,-12.8221,4.8954,40661.31,1.6229,0.65,3.38,72.73,40.25,44.99,0.0,,,,15
603268,松发股份,玻璃陶瓷,110.62,43.26,0.44,6.4325,0.8397,2.7646,8800.0,2.4292,7.1,31.18,31.35,20.79,6.02,2.44,,,,15
603777,来伊份,商业百货,106.2,113.5,0.45,10.3299,0.5933,6.6225,24000.0,2.3187,7.17,45.87,26.33,3.02,-2.44,0.41,,,,15
501,鄂武商A,商业百货,14.24,134.1,1.79,10.2288,2.5125,2.5335,59183.44,5.6601,18.52,22.21,65.97,0.95,24.06,24.23,,,,15
603823,百合花,化工行业,52.74,82.33,0.76,5.1779,0.8266,1.9187,22500.0,2.0158,20.92,24.62,34.74,17.54,7.34,12.55,,,,15
600677,航天通信,航天航空,347.22,92.72,0.0384,5.9698,-1.9789,4.0703,52179.17,0.8818,0.64,13.43,66.4,119.8,0.0,0.0,,,,15
600603,大洲兴业,交运物流,39.06,96.42,0.12,8.1414,-0.0353,0.174,52375.58,5.5141,1.47,86.23,34.57,29.55,24.78,25.55,,,,15
2513,*ST蓝丰,农药兽药,51.75,55.47,0.32,7.3831,0.9871,5.327000000000001,34008.63,0.8711,4.36,33.61,38.01,44.17,0.0,0.0,,,,15
2555,三七互娱,电子信息,40.15,429.7,0.513,2.1689,0.5046,0.4482,208479.48,0.6779999999999999,26.56,63.01,25.95,12.69,111.49,125.08,,,,15
600704,物产中大,国际贸易,18.76,310.1,0.1161,5.7939,-3.3426,1.9001,287112.16,2.3668,2.03,3.2,73.54,62.43,39.77,22.09,,,,15
300215,电科院,输配电气,159.02,112.4,0.1,2.5024,0.4492,0.9535,75832.25,0.4654,4.64,49.52,48.91,32.58,169.68,253.16,,,,15
2566,益盛药业,医药制造,102.79,42.66,0.0399,5.2602,-0.0529,2.5157,33095.16,1.4611,0.76,73.47,32.56,14.57,20.92,-583.57,,,,15
2595,豪迈科技,汽车行业,27.84,210.0,0.9,4.4083,0.7272,0.6329,80000.0,2.4057,22.2,41.71,9.86,12.89,11.36,10.27,,,,15
600365,通葡股份,酿酒行业,3460.13,47.56,0.01,1.7078,-0.72,1.3698,40000.0,-0.6799,0.3,19.89,31.2,25.13,334.79,0.0,,,,15
600688,上海石化,石油行业,11.71,697.7,0.551,2.2917,0.6677,0.0495,1080000.0,0.7682,26.38,28.44,26.65,-3.6,83.48,89.18,预增,2017-04-08,60%~75%,15
2607,亚夏汽车,汽车行业,75.81,55.10,0.05,4.1386,-0.6761,2.3644,45574.22,0.6822,1.32,7.41,54.4,-2.17,99.0,96.83,预增,2017-04-12,60.89%~101.12%,15
300204,舒泰神,医药制造,32.55,83.75,0.14,4.1244,0.2322,1.2353,47857.28,1.7067,3.52,95.19,18.28,18.59,23.92,24.06,,,,15
300191,潜能恒信,石油行业,691.48,94.78,0.04,3.679,-0.2441,1.7172,32000.0,0.726,0.97,41.21,7.87,79.31,0.0,0.0,,,,15
2632,道明光学,安防设备,125.73,61.24,0.03,2.4466,0.0193,0.9255,59172.1,0.4792,1.37,35.21,8.85,35.58,79.1,91.96,预增,2017-04-14,50%~100%,15
600383,金地集团,房地产,21.13,483.0,1.4,8.2717,3.7845,0.8011,451363.18,5.9568,17.84,29.27,65.43,69.43,96.87,247.56,,,,15
2642,荣之联,软件服务,219.25,165.7,0.379,6.0085,0.2673,3.7473,63576.95,1.1539,6.51,42.29,18.37,3.19,14.89,18.23,,,,15
300183,东软载波,电子信息,35.89,113.6,0.52,5.3084,0.2561,1.9267,45326.49,2.0903,9.98,63.56,9.32,16.17,18.76,17.35,,,,15
300182,捷成股份,软件服务,26.64,256.1,0.05,3.5509,-0.0893,1.7863,256103.73,0.7193,1.32,43.79,27.83,30.43,8.67,26.28,,,,15
2536,西泵股份,汽车行业,43.97,46.07,0.15,5.6672,0.2107,3.2791,33380.79,1.2472,2.75,26.77,34.9,24.29,71.33,119.56,,,,15
2491,通鼎互联,通讯行业,35.2,184.3,0.4272,3.1871,0.5567,1.0153,126170.91,1.0845,19.0,29.71,55.32,14.82,110.55,172.16,,,,15
600789,鲁抗医药,医药制造,196.84,57.29,0.05,3.1901,0.5094,1.8843,58157.55,0.0468,1.59,23.49,52.56,3.95,268.51,0.0,,,,15
600734,实达集团,房地产,49.78,83.74,0.2947,4.3636,0.1997,3.4043,62351.58,-0.0716,12.64,7.77,64.36,1263.99,18.69,0.0,,,,15
600315,上海家化,化工行业,94.77,204.7,0.32,7.817,0.0802,1.6729,67341.65,4.5563,3.88,61.26,31.03,-8.98,-90.23,-74.94,,,,15
2380,科远股份,电子信息,88.74,62.88,0.2331,8.0703,0.0271,5.7899,23999.16,1.1159,3.29,43.38,11.29,18.24,35.12,30.51,,,,15
300274,阳光电源,机械行业,36.94,146.2,0.09,4.2944,-0.4715,2.0874,141430.86,1.0803,2.15,28.97,45.2,-8.69,6.59,16.69,预升,2017-04-08,5%~10%,15
300273,和佳股份,医疗行业,37.33,113.3,0.29,3.1247,-0.1362,1.2151,78782.36,0.8275,9.03,53.62,37.63,42.86,51.08,59.63,,,,15
2403,爱仕达,家电行业,38.39,50.97,0.3,5.9042,0.5871,3.5551,35032.08,1.2205,5.38,41.01,34.38,12.45,34.54,45.93,,,,15
300271,华宇软件,软件服务,42.78,116.2,0.06,2.7663,-0.4144,0.7212,66606.93,1.3874,2.09,48.54,34.26,36.67,33.25,33.23,,,,15
2441,众业达,输配电气,44.89,68.60,0.27,6.3288,0.6219,3.4253,54054.99,1.6936,4.58,10.48,23.97,1.47,-20.95,-16.3,预增,2017-04-15,110%~160%,15
2447,壹桥股份,农牧饲渔,52.59,92.20,0.14,2.605,0.0356,0.4965,95245.2,1.0033,5.42,46.59,23.76,42.59,115.58,-14.6,,,,15
600332,白云山,医药制造,31.32,472.3,1.075,10.6687,1.5037,6.0741,162579.09,2.9415,12.75,33.06,31.83,4.76,15.97,-5.11,,,,15
600750,江中药业,医药制造,27.26,103.5,0.36,9.0827,-0.0456,1.8356,30000.0,5.6815,4.09,68.6,9.42,-10.71,1.55,8.15,,,,15
2457,青龙管业,水泥建材,357.73,37.99,-0.0182,5.337000000000001,-0.0892,2.4502,33499.2,1.6599,-0.34,32.34,35.2,38.51,0.0,0.0,,,,15
300245,天玑科技,软件服务,69.92,46.53,0.2108,2.6767,0.2017,0.738,27408.18,1.0617,8.23,37.59,24.08,5.63,27.53,34.67,预升,2017-04-07,-10%~10%,15
600741,华域汽车,汽车行业,9.19,547.3,1.9269999999999998,12.0838,3.6081,4.0238,315272.4,5.8132,16.84,14.66,57.4,17.82,16.11,32.69,,,,15
300237,美晨科技,园林工程,44.05,142.5,0.0957,3.3687,-0.1909,1.163,80726.25,1.15,2.8,36.36,51.98,38.58,81.49,82.19,,,,15
300233,金城医药,医药制造,75.36,99.07,0.4054,9.1293,0.9537,6.4754,39315.22,1.5606,11.72,27.86,33.35,20.52,-6.78,-13.23,,,,15
600389,江山股份,农药兽药,539.65,58.18,0.1313,4.7726,-0.4952,0.3892,29700.0,2.5487,2.8,14.4,56.58,-26.95,441.98,551.62,,,,15
300174,元力股份,化工行业,271.56,81.23,0.0943,4.1483,-0.1043,1.8594,13600.0,1.1131,2.3,31.7,40.66,31.41,54.88,62.52,,,,15
300167,迪威视讯,安防设备,0.0,46.15,0.0979,2.4209,-0.3764,0.9939,30024.0,0.386,4.13,36.88,40.24,32.56,193.46,612.25,减亏,2017-04-08,0,15
300161,华中数控,机械行业,0.0,45.84,0.0771,6.4608,-0.0332,4.4252,17279.12,0.8594,1.6,33.11,42.07,47.59,0.0,0.0,减亏,2017-04-07,0,15
2812,创新股份,包装材料,50.46,74.30,0.1679,11.9138,-0.2705,7.1076,13388.0,3.1406,1.42,23.44,14.27,10.69,-18.43,-20.69,,,,15
600563,法拉电子,电子元件,24.91,90.97,1.73,9.3246,2.0627,1.1643,22500.0,6.4612,19.51,42.46,13.57,9.17,18.78,21.83,,,,15
2815,崇达技术,电子元件,49.91,187.5,0.23,4.9224,0.3512,1.7426,41000.0,1.9973,4.43,32.6,44.92,42.83,12.29,13.27,,,,15
2820,桂发祥,食品饮料,64.11,66.16,0.24,7.8852,0.3144,4.3874,12800.0,2.2101,3.13,48.76,5.65,8.35,1.89,-3.03,,,,15
2826,易明医药,医药制造,122.12,60.03,0.03,2.9569,0.1226,1.1813,18972.0,0.7152,1.0,71.7,14.26,43.17,16.44,8.24,,,,15
2828,贝肯能源,石油行业,110.38,53.67,-0.08,7.0825,0.3842,2.8157,11720.0,2.5704,-1.07,20.87,14.16,32.98,0.0,0.0,,,,15
600549,厦门钨业,有色金属,120.35,245.6,0.1415,6.0865,0.9242,3.1115,108157.4,1.5748,2.31,19.3,47.75,-6.84,0.0,0.0,预增,2017-04-11,534.32,15
300079,数码视讯,通讯行业,50.81,98.24,0.1666,2.5357,0.1633,0.4669,137779.39,0.9486,6.96,49.7,12.56,43.35,4.86,17.17,预升,2017-04-08,0%~10%,15
2858,力盛赛车,文化传媒,32.67,10.67,0.5173,5.6999,1.1508,2.7583,6316.0,1.7611,15.78,33.33,15.06,9.67,32.23,23.52,,,,15
300078,思创医惠,安防设备,79.03,105.9,0.4188,4.5416,0.2999,2.5744,44882.52,0.8270000000000001,13.74,46.61,30.3,27.79,33.35,60.16,,,,15
300007,汉威电子,仪器仪表,74.42,59.19,0.06,4.4788,-0.2344,2.0022,29302.28,1.3664,1.34,32.79,50.22,30.92,36.49,34.99,,,,15
300075,数字政通,软件服务,92.18,68.76,0.332,3.5312,0.0588,1.367,39562.17,1.2685,9.52,36.52,38.53,48.56,8.27,27.68,,,,15
600498,烽火通信,通讯行业,37.82,267.7,0.73,6.9577,0.3325,2.9360000000000004,104627.3,2.6434,10.75,24.29,67.33,28.7,15.68,11.76,,,,15
600468,百利电气,输配电气,132.64,69.00,0.0998,3.2382,-0.0251,1.8885,54074.23,0.309,3.25,28.42,29.15,-3.37,277.02,4.98,,,,15
600479,千金药业,医药制造,39.33,58.77,0.4285,5.0054,0.4039,1.8943,34875.59,1.6299,8.81,45.08,31.27,17.09,60.75,75.47,,,,15
2801,微光股份,机械行业,72.47,72.42,0.1921,6.3875,-0.0387,1.8381,11776.0,3.1631,2.98,29.5,11.43,31.26,18.86,7.45,,,,15
2792,通宇通讯,通讯行业,46.58,97.09,0.11,8.3127,0.0076,3.3476,22579.0,3.613,1.34,32.02,31.34,3.24,-51.35,-63.4,,,,15
2787,华源控股,包装材料,45.3,55.20,0.15,6.765,-0.0323,3.6527,14406.0,2.5205,2.31,21.97,22.42,28.59,-22.4,-11.47,,,,15
300123,太阳鸟,船舶制造,445.76,57.33,0.03,3.5666,-0.2875,2.0855,30172.54,0.4625,1.01,25.17,46.96,22.9,165.0,0.0,减亏,2017-04-07,0,15
300157,恒泰艾普,石油行业,1256.91,62.22,0.13,5.2717,-0.2845,3.4362,71277.21,0.7203,2.69,28.65,30.16,61.01,13.19,-130.88,,,,15
2683,宏大爆破,化工行业,115.81,72.53,0.0133,4.0558,0.0104,2.2645,70148.8,0.6913,0.33,20.96,44.15,96.98,0.0,0.0,,,,15
600629,华建集团,工程建设,47.86,86.83,0.3148,4.9214,-0.8506,3.1424,43220.81,1.1956,16.78,27.9,78.33,-5.83,74.4,33.69,,,,15
300138,晨光生物,食品饮料,48.5,51.37,0.3558,5.7344,-1.227,3.5081,26211.03,1.2278,6.41,14.58,38.82,68.89,34.29,47.44,,,,15
2737,葵花药业,医药制造,64.75,105.9,0.4201,8.3995,-0.3985,3.9963,29200.0,2.9678,4.93,55.78,31.58,0.49,-38.54,-53.48,,,,15
300132,青松股份,化工行业,125.09,37.43,0.0848,1.6443,0.1935,0.2136,38592.0,0.3655,5.3,20.66,11.29,-5.38,200.31,1241.26,预增,2017-04-10,149.38%~224.19%,15
600600,青岛啤酒,酿酒行业,18.89,463.4,0.772,12.0756,2.1991,2.5494,135098.28,7.4211,6.43,41.53,43.88,-5.53,-39.09,-22.16,,,,15
300093,金刚玻璃,玻璃陶瓷,7135.7,50.22,0.0,4.0353,0.1281,1.7909,21600.0,1.0186,0.06,35.96,31.77,-8.0,-93.83,-105.54,预升,2017-04-10,0%~30%,15
300121,阳谷华泰,化工行业,29.9,46.88,0.12,2.386,0.0879,0.5088,28922.0,0.9636,5.09,27.47,49.76,62.66,111.09,120.67,,,,15
300099,尤洛卡,仪器仪表,0.0,87.83,0.0453,2.5068,0.1489,1.1344,66039.93,0.3143,3.19,53.43,6.56,39.56,27.86,971.17,预盈,2017-04-07,0,15
600594,益佰制药,医药制造,37.72,146.0,0.366,4.8571,0.3358,0.9703,79192.74,2.5818,7.81,78.91,36.49,8.77,79.01,88.64,,,,15
600587,新华医疗,医疗行业,52.26,102.2,0.36,8.2591,-0.2268,3.9282,40642.81,3.0695,4.43,20.67,61.71,10.98,-28.4,-38.53,,,,15
2775,文科园林,园林工程,39.66,55.35,0.0432,5.0212,-0.8895,2.1221,24800.0,1.9673,0.87,16.24,47.56,60.6,44.21,46.85,,,,15
600585,海螺水泥,水泥建材,13.23,1128,1.61,14.4564,2.4903,2.0162,529930.26,10.8288,11.59,32.47,26.68,9.72,13.48,44.89,,,,15
300292,吴通控股,通讯行业,41.88,99.31,0.14,1.992,0.0093,0.6676,127485.05,0.312,7.18,25.59,18.18,43.69,53.4,59.06,预升,2017-04-08,11.35%~25.87%,15
600779,水井坊,酿酒行业,61.09,121.5,0.3052,2.853,0.5384,0.8177,48854.57,0.3079,11.0,74.71,28.81,28.38,110.6,103.87,,,,15
600298,安琪酵母,食品饮料,32.26,172.6,0.2584,4.2157,-0.0134,0.7912,82408.09,2.5102,6.34,35.16,48.88,26.07,89.32,144.26,,,,15
300527,华舟应急,专用设备,109.07,119.6,0.18,3.71,-1.6703,1.9263,46270.0,0.6887,6.24,19.68,41.62,26.66,197.81,0.0,,,,15
965,天保基建,房地产,45.81,71.13,0.29,4.6427,1.3724,1.8772,100893.72,1.6485,6.39,35.97,44.2,26.68,55.52,52.7,预增,2017-04-15,114.89%~127.53%,15
600990,四创电子,电子元件,75.12,97.25,0.95,8.3441,1.797,3.0459,13670.2,3.7675,11.96,12.25,68.4,21.94,12.28,10.83,,,,15
996,中国中期,交运物流,270.99,55.13,0.0891,2.6857,0.0304,1.1595,23000.0,0.3647,3.52,8.49,14.57,33.78,108.07,65.97,预增,2017-04-15,0,15
300549,优德精密,专用设备,109.31,48.06,0.66,6.2672,0.5788,3.6094,6667.0,1.426,18.01,35.35,32.52,16.28,11.89,0.0,,,,15
600104,上汽集团,汽车行业,9.48,2919,2.7397,17.6981,1.0319,4.6222,1168346.14,8.2846,17.53,12.87,60.2,12.82,7.43,10.97,,,,15
2006,精功科技,机械行业,62.17,43.70,0.14,2.045,0.4078,0.5922,45516.0,0.2596,7.0,31.09,41.96,7.09,296.24,769.99,,,,15
300519,新光药业,医药制造,56.79,64.00,1.7,8.0058,1.5148,3.0161,8000.0,3.3839,25.05,65.26,8.63,1.23,0.15,-4.44,预降,2017-04-10,-20%~-10%,15
2113,天润数娱,房地产,262.26,141.9,0.07400000000000001,1.2574,0.0162,0.4046,75447.99,-0.2202,8.28,93.03,15.1,694.61,0.0,0.0,,,,15
2042,华孚色纺,化纤行业,25.65,122.9,0.19,6.2933,-0.3728,2.9901,100731.9,2.2393,4.08,13.67,52.22,30.77,63.26,69.15,,,,15
600138,中青旅,旅游酒店,27.52,161.0,0.67,7.0383,1.3089,2.4218,72384.0,3.4369,9.49,23.79,38.72,-2.36,63.83,45.69,,,,15
300495,美尚生态,园林工程,53.0,110.8,-0.0308,10.8166,-0.7099,7.8229,24047.16,2.225,-0.28,24.69,45.52,29.04,-146.87,-146.16,,,,15
300487,蓝晓科技,化工行业,83.52,51.53,0.77,8.9189,0.6251,4.9848,8095.75,2.8096,8.78,38.11,19.09,12.54,21.32,23.64,,,,15
300479,神思电子,电子信息,307.51,40.91,0.0418,2.5641,-0.1737,0.509,16000.0,0.9152,1.65,38.71,19.18,45.8,106.28,182.85,,,,15
300475,聚隆科技,家电行业,68.86,73.30,0.48,5.6862,0.4468,2.17,20000.0,2.2922,8.8,34.52,21.22,25.18,-8.27,-21.62,,,,15
300553,集智股份,仪器仪表,131.49,41.57,0.72,6.5012,0.5584,3.4311,4800.0,1.7715,14.54,55.45,8.17,2.3,-9.11,-10.23,,,,15
963,华东医药,医药制造,29.23,422.9,1.1192,16.0938,-1.8136,7.0696,48605.82,7.2891,7.2,28.15,46.32,15.95,25.11,25.55,,,,15
957,中通客车,汽车行业,15.92,96.64,0.77,4.1352,-2.4182,0.8044,59290.39,2.0711,19.53,21.0,79.08,48.65,141.5,152.68,预减,2017-04-12,-68%~-65%,15
300558,贝达药业,医药制造,69.16,284.3,1.01,4.7988,1.0151,1.5636,40100.0,1.9169,32.88,96.83,10.99,13.16,6.81,-0.51,预降,2017-04-07,-35%~-20%,15
951,中国重汽,汽车行业,34.69,104.8,0.62,7.2895,-0.4596,0.6444,67108.08,4.8817,8.88,10.54,73.2,9.07,50.14,56.48,预增,2017-04-11,350%~400%,15
937,冀中能源,煤炭采选,215.95,233.6,0.069,5.2566,-0.0691,1.176,353354.69,2.5809,1.32,22.41,53.83,8.76,-30.65,0.0,预增,2017-04-15,3587.67%~7275.33%,15
600078,澄星股份,化肥行业,83.28,50.02,0.091,2.7715,0.8759999999999999,0.5887,66257.29,0.9606,3.32,14.6,71.91,36.88,235.02,412.47,,,,15
300582,英飞特,电子元件,92.62,57.10,0.3503,6.7379999999999995,0.1984,4.254,13200.0,1.359,11.39,35.2,62.37,22.74,-10.58,-25.59,,,,15
300585,奥联电子,汽车行业,94.75,46.56,0.4607,5.0674,0.2079,2.608,8000.0,1.3426,17.46,41.03,33.85,17.13,24.91,24.16,,,,15
901,航天科技,航天航空,385.87,143.6,0.0682,9.8226,-0.0538,7.7333,40946.05,0.9562,2.0,23.52,30.24,-0.9,-3.22,-61.59,预升,2017-04-15,4.19%~20.78%,15
300586,美联新材,化工行业,93.65,44.31,0.66,7.8453,0.5152,4.8432,9600.0,1.5769,14.25,23.05,17.28,20.5,14.93,16.33,,,,15
892,欢瑞世纪,文化传媒,0.0,122.2,0.2702,2.7506,0.0414,1.1527,98098.05,0.5665,24.89,61.87,17.86,55.69,54.74,61.71,预亏,2017-04-14,0,15
601101,昊华能源,煤炭采选,0.0,83.52,0.26,5.8435,0.3083,2.6957,119999.83,1.3184,4.58,38.6,44.55,49.18,0.0,0.0,,,,15
300611,美力科技,交运设备,110.73,61.29,0.16,7.3563,-0.0064,4.0324,8947.53,2.1141,2.38,35.11,20.41,17.41,3.66,5.13,,,,15
600009,上海机场,民航机场,20.16,565.8,1.46,11.5709,1.3362,1.3366,192695.84,8.5546,13.17,45.13,16.03,10.6,10.83,12.66,,,,15
858,五粮液,酿酒行业,23.75,1615,1.787,12.4018,3.0814,0.2511,379596.67,8.687000000000001,15.01,70.2,22.47,13.32,9.85,9.09,,,,15
300636,同和药业,医药制造,0.0,0,0.725,7.0961,1.0074,4.5397,8000.0,1.4023,21.04,38.71,27.28,-9.0,-7.77,-12.06,,,,15
2102,冠福股份,医药制造,82.75,134.6,0.0127,1.923,-0.0026,0.6308,263383.63,0.2304,0.71,6.13,31.46,517.46,-14.13,43.12,,,,15
2049,紫光国芯,电子元件,55.75,187.4,0.0881,5.3822,0.0378,1.0307,60681.8,3.1787,1.65,29.91,26.32,42.52,-14.91,-29.62,,,,15
300471,厚普股份,机械行业,61.5,73.29,0.064,11.423,-0.5982,6.5949,14830.8,3.9999,0.56,39.26,25.92,7.41,28.62,0.0,,,,15
300437,清水源,公用事业,153.01,48.45,0.1251,5.3021,0.0567,3.3627,21832.2,0.8341,4.75,24.2,16.94,8.03,-6.16,-13.92,预升,2017-04-07,-10%~10%,15
2339,积成电子,软件服务,68.82,73.09,0.21,4.0395,-1.0321,1.2115,37889.6,1.6527,5.3,43.0,40.18,22.73,10.19,1.97,,,,15
300332,天壕环境,环保工程,77.4,90.07,0.0968,4.2854,0.0845,2.6436,90160.21,0.5659,3.82,20.59,51.74,87.77,-5.98,-32.83,,,,15
300370,安控科技,仪器仪表,61.16,52.79,-0.0306,2.0988,-0.2106,0.8382,59917.66,0.3875,-1.45,21.36,48.7,224.64,0.0,0.0,,,,15
2287,奇正藏药,医药制造,80.13,215.1,0.4959,4.053999999999999,0.6141,1.0122,40600.0,1.6749,12.29,84.04,16.72,-1.36,7.38,4.55,,,,15
2268,卫士通,软件服务,2578.74,174.0,0.0097,2.5421,-1.1557,0.5609,52396.0,1.0712,0.38,33.6,56.62,56.2,5.8,0.0,,,,15
600233,圆通速递,交运物流,52.45,682.5,0.4305,2.7815,0.3137,2.1059,282122.96,0.4956,25.14,14.35,23.16,43.53,90.74,82.87,,,,15
300395,菲利华,玻璃陶瓷,45.63,49.30,0.078,4.2263,0.0896,1.0609,19680.0,1.9849,1.85,44.53,22.07,26.26,58.94,52.0,,,,15
2206,海利得,化纤行业,38.29,97.69,0.54,5.7056,1.0159,3.2913,48722.95,1.0679,10.49,23.7,33.47,21.01,30.51,30.73,,,,15
