股票代码,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%)
600828,0.1147,2.3781,0.0349,0.18,173198.25,0.4662,4.96,25.88,69.96,75.53,12.96,229.45
600829,0.1139,1.9555,0.1505,0.0,57988.86,0.9072,4.3,10.64,69.22,-9.81,3.51,2.76
600830,0.035,4.4717,-0.5097,1.1545,45432.27,2.072,0.79,14.61,30.66,4.78,-2.69,42.65
600831,0.06,4.692,0.3056,1.9064,60496.77,1.6136,1.29,33.96,55.61,5.07,-27.07,-30.52
600833,0.0629,3.4719,0.1002,0.2922,22308.63,0.7469,1.87,15.02,37.66,0.86,6.0,5.71
600834,0.0516,3.0545,-0.0525,0.167,47738.19,1.4488,1.7,14.78,39.52,-0.73,31.71,31.7
600835,0.23,9.2522,-0.2711,1.995,102273.93,4.8357,2.56,21.56,63.44,0.51,8.95,8.51
600836,-0.008,1.2896,0.08,0.1512,66275.31,0.1301,-0.62,15.81,73.65,-47.54,-342.19,-1983.88
600837,0.19,9.7843,-1.963,4.8983,1150170.0,2.4838,2.01,0.0,77.72,23.1,27.7,9.8
600838,0.0551,3.1188,-0.0213,0.4582,40088.2,0.8611,1.76,49.88,12.2,15.58,23.74,23.83
600839,0.0071,2.752,-0.3836,0.8501,461624.42,0.884,0.26,13.49,67.71,7.93,-84.75,14.67
600841,0.034,4.1095,-0.1032,1.2971,86668.98,1.2009,0.84,14.24,39.55,26.81,17.34,6.06
600843,0.11,3.6083,-0.0748,1.7662,54858.96,1.0119,3.1,29.04,35.12,14.45,43.08,21.63
600844,0.0428,1.8689,0.1247,1.7333,101652.42,-0.9197,2.32,39.45,28.65,96.99,0.0,0.0
600845,0.106,5.2731,0.399,1.7388,78324.92,2.2452,1.98,27.01,37.06,11.43,8.45,26.85
600846,0.05,3.1057,-0.348,0.3587,62476.15,1.5176,1.58,14.68,70.32,-20.15,16.64,16.96
600847,-0.0072,4.3545,-0.2984,4.2383,15328.74,-0.8838,-0.24,12.08,9.78,101.03,0.0,0.0
600848,0.0504,5.4973,-0.0927,3.7875,111991.93,0.6593,0.93,44.09,44.49,157.27,1717.33,1481.91
600850,0.1802,4.6724,-0.8361,-0.0222,42079.96,3.5728,3.98,18.11,56.69,11.38,21.65,26.23
600851,0.0084,3.3767,-0.0385,0.3607,120705.67,0.2116,0.25,26.22,19.79,-7.5,7.5,15.71
600853,-0.0115,1.5248,-1.0683,0.2007,53680.77,0.3153,-0.8,11.21,91.5,-1.49,0.0,0.0
600854,-0.0147,3.7085,0.275,2.9522,51945.85,-1.2462,-0.4,36.79,23.96,23.24,-112.1,-112.75
600855,-0.0432,2.6178,-0.6781,0.7864,33161.74,0.7586,-1.49,23.66,40.96,-14.19,0.0,0.0
600856,0.12,2.1559,-0.0067,0.6126,113433.12,0.9887,5.66,21.84,67.57,269.83,187.36,182.63
600857,0.046,2.8815,-0.2313,0.2901,22431.99,1.304,1.6,14.06,19.0,-2.44,-20.79,-4.4
600858,0.0717,5.7992,0.2268,1.8565,52006.66,2.7652,1.24,17.12,71.91,-0.8,-25.31,-30.11
600859,0.245,13.748,-0.2173,7.511,77625.04,3.1799,1.81,20.87,38.11,10.94,1.52,22.32
600860,-0.04,1.2947,-0.0929,1.6204,42200.0,-1.4396,-3.39,6.56,48.86,17.9,0.0,0.0
600861,0.1042,7.5511,0.4376,2.7198,31680.49,1.8503,1.39,29.9,44.34,-10.83,16.53,13.97
600862,0.047,2.4955,0.0398,1.0371,139304.91,0.2322,1.88,26.72,56.2,163.87,0.0,0.0
600863,-0.029,1.7441,0.0129,0.1428,580774.5,0.3553,-1.63,1.17,65.93,17.18,-4537.31,-6164.82
600864,0.05,6.5011,-1.0291,3.5548,210851.38,0.9711,0.78,21.15,59.77,-1.88,40.6,39.89
600865,0.04,4.6418,-0.1458,0.6205,37624.03,1.9936,0.8,25.86,14.56,1.39,-47.89,-67.88
600866,-0.0403,1.6213,-0.0178,1.1793,64539.35,-0.8258,-2.45,20.16,37.67,-26.93,0.0,0.0
600867,0.15,2.9131,0.1637,0.8453,142193.35,0.8054,5.2,75.8,12.84,25.25,30.16,31.19
600868,0.0047,1.1645,0.0109,0.2236,189814.87,-0.0847,0.0,43.79,8.58,-39.91,-63.83,-84.04
600869,0.0053,2.5408,-0.2123,0.938,221935.27,0.5259,0.21,14.27,59.9,24.74,-86.31,-91.69
600870,0.0006,0.0289,-0.0127,4.3659,52319.97,-5.4765,2.03,22.49,70.96,-86.32,-74.58,0.0
600871,-0.095,0.5074,-0.0928,0.6291,1414266.1,-1.1539,-17.31,-4.39,89.87,3.58,0.0,0.0
600872,0.1446,3.6584,0.2146,0.3541,79663.72,2.0513,4.07,39.63,35.62,30.9,74.47,76.66
600873,0.11,2.726,0.0983,0.7215,310822.66,0.8878,3.7,28.85,42.62,3.63,53.98,41.52
600874,0.084,3.3127,0.0617,0.2796,142722.84,1.7214,2.52,41.99,53.89,7.31,24.29,24.0
600875,0.07,9.122,-0.3693,3.7778,233690.04,3.9995,0.72,15.05,73.4,-39.85,3380.75,0.0
600876,0.0022,0.9956,-0.0556,2.7965,52676.69,-2.8985,0.22,36.54,57.86,10.29,165.03,0.0
600877,0.0832,-0.394,-0.1621,0.142,68728.2,-2.3391,0.0,2.65,113.95,-19.36,0.0,0.0
600879,0.071,8.0494,-0.5471,4.5111,135963.56,2.395,0.96,17.64,47.45,18.03,36.62,32.36
600880,-0.0131,3.2564,-0.1183,0.7378,109333.21,1.2005,-0.4,26.28,10.8,-16.51,-671.33,-2154.28
600881,-0.08,4.3271,0.472,2.3475,259994.57,0.7714,-1.74,26.43,72.58,-3.83,0.0,0.0
600882,0.01,2.9167,-0.1195,4.0697,39923.8,-2.3297,0.39,23.21,48.87,123.0,0.0,0.0
600883,0.1633,2.8696,0.0107,0.0303,23608.8,1.2386,5.69,6.74,7.77,-2.54,0.0,0.0
600884,0.074,7.5125,-0.3,2.6137,112276.5,1.9966,1.01,26.96,41.85,36.87,90.58,90.04
600885,0.31,6.7041,-0.2372,1.247,53197.25,3.7587,4.76,42.35,28.56,18.26,23.57,22.37
600886,0.137,4.3624,0.5195,0.9536,678602.33,2.2403,3.17,44.85,71.38,10.59,-25.07,-25.46
600887,0.29,4.0803,-0.0871,0.4448,607900.01,2.3074,7.24,37.64,41.36,3.03,11.58,17.25
600888,0.053,5.1411,-1.3109,3.0991,64122.59,0.7516,1.04,15.0,64.38,-33.93,248.27,0.0
600889,0.068,4.8847,-0.3555,0.7406,30706.93,2.4321,1.41,16.99,32.12,4.46,213.65,228.81
600890,-0.0153,0.4783,-0.0204,0.0351,57919.49,-0.7035,-3.15,-227.99,9.61,-50.56,0.0,0.0
600891,0.09,4.7895,-0.6843,2.4289,61758.58,1.216,2.21,9.39,45.36,-19.89,-43.57,-33.78
600892,0.05,11.9929,0.7369,11.2666,13986.6,-0.3351,0.46,93.16,35.63,-17.25,-60.21,-68.2
600893,-0.05,8.0753,-0.2375,5.3054,194871.88,1.6336,-0.58,18.3,61.23,6.01,0.0,0.0
600894,0.1128,8.0683,-0.0539,2.8411,85994.69,3.711,1.4,20.0,24.19,4.57,-12.45,-16.03
600895,0.16,5.4609,-0.1231,1.7024,154868.96,2.1177,2.9,58.78,54.75,-67.67,5.17,-4.99
600896,-0.21,2.5087,-0.2076,2.0968,86909.91,-0.7461,-8.13,95.27,42.68,-95.27,0.0,0.0
600897,0.3416,11.4195,-0.0316,0.6077,29781.0,8.2709,3.04,42.14,16.85,5.2,-0.2,-0.9
600898,0.0029,1.4763,-0.1828,0.1785,25252.38,0.1814,0.2,11.32,80.71,112.51,-65.96,-119.28
600900,0.1231,5.964,0.2607,2.0103,2200000.0,1.8977,2.09,46.24,56.2,0.26,23.48,23.35
600908,0.13,4.8299,2.2774,0.5275,184811.48,0.2658,2.69,0.0,93.04,13.53,10.46,8.81
600909,0.05,3.3164,0.3392,1.4113,362100.0,0.5287,1.39,0.0,66.77,4.03,11.78,10.91
600917,0.06,2.4012,0.0643,0.648,155600.0,0.5803,2.58,14.6,50.47,-1.5,0.13,-2.78
600919,0.26,7.3531,-2.4795,1.3925,1154445.0,2.15,14.27,0.0,95.06,6.13,11.19,11.09
600926,0.5,15.1798,-5.7996,4.3476,261744.92,5.3318,3.35,0.0,94.63,-5.4,7.76,7.38
600936,0.04,2.1048,0.0019,0.65,167102.62,0.3337,1.79,25.91,46.46,-8.83,-44.98,-52.72
600939,0.02,2.6572,-0.1728,0.6331,181450.0,0.8425,0.93,5.08,91.74,-1.44,-0.49,-4.47
600958,0.14,6.5923,-1.5677,2.9006,621545.2,1.2783,2.07,0.0,79.66,54.16,99.55,51.8
600959,0.05,3.3904,0.0967,1.6631,388452.98,0.5743,1.57,32.37,31.03,66.5,-8.02,-6.96
600960,0.066,4.5785,-0.0225,2.7925,95051.55,0.7008,1.45,20.3,29.23,36.38,278.5,449.02
600961,0.005,0.3099,-0.0722,1.6442,52745.79,-2.5137,2.0,4.78,97.47,29.8,-47.92,0.0
600962,0.0085,3.13,0.7561,2.0091,26221.0,-0.0312,0.27,23.25,38.51,-25.97,-59.0,-56.75
600963,0.014,5.0497,0.4325,3.8836,104315.91,0.0135,0.28,21.37,63.21,19.52,209.36,0.0
600965,0.03,2.1732,0.0476,0.3636,81870.1,0.7345,1.4,35.09,30.88,-11.73,-39.24,-39.93
600966,0.1475,3.2293,0.2479,0.9859,133684.43,1.0961,4.67,24.5,62.54,31.98,1768.01,1972.01
600967,0.041,4.3376,0.3882,2.3039,168963.18,0.9645,0.96,14.63,52.44,-25.25,14.29,12.17
600969,0.0566,12.3173,0.5027,9.1255,26432.18,1.9191,0.46,15.51,68.39,1.3,5.33,-0.47
600970,0.09,3.993,0.076,0.5882,175425.79,2.1622,2.16,14.85,74.24,-8.53,15.94,26.23
600971,0.2876,6.0837,0.2652,2.1043,100000.41,1.936,4.9,35.46,56.27,63.16,5891.2,0.0
600973,0.033,4.0135,-1.9624,1.7241,90526.85,1.1473,0.84,7.17,67.18,4.52,-21.42,35.84
600975,0.05,1.9261,0.107,0.3865,65267.56,0.4351,2.69,12.45,30.12,17.72,-38.04,-38.18
600976,0.12,6.7267,-0.5487,1.9677,15339.86,2.8031,1.73,28.2,41.93,-7.71,-23.29,-28.42
600977,0.154,5.3864,0.6434,2.2627,186700.0,1.9331,2.91,27.4,31.17,-10.38,-0.4,-0.81
600978,0.11,5.0978,-0.2147,1.6584,148287.0,2.1535,2.14,39.71,56.47,59.39,21.31,23.54
600979,0.0491,3.5013,0.0687,1.926,94789.21,0.4964,1.41,27.15,56.35,11.15,123.28,136.07
600980,0.0265,3.4412,-0.1395,1.7974,15220.99,0.4196,0.77,28.78,31.11,10.26,-29.75,-38.82
600981,0.07,3.5223,-0.0215,0.3764,224243.32,0.546,1.92,5.68,71.81,8.98,89.09,0.0
600982,0.0484,3.2934,-0.0041,1.4045,74693.0,0.6892,1.48,15.13,24.6,236.14,183.39,-117.4
600983,0.15,5.8125,-0.0014,1.616,76643.9,2.8012,2.63,28.19,51.71,10.61,-24.29,-23.16
600984,-0.016,5.009,-0.0383,4.3785,63676.42,-0.4096,-0.32,20.08,42.58,13.12,0.0,0.0
600985,0.0449,5.5417,0.0354,2.6787,30015.63,1.5037,1.08,35.24,34.05,9.15,-8.32,-35.36
600986,0.1008,5.2423,-0.2459,3.3308,96280.81,0.8323,2.27,13.26,43.73,72.97,732.15,586.13
600987,0.147,5.0953,0.2384,0.1635,63531.0,3.544,2.93,27.08,17.26,6.35,1.9,0.15
600988,0.01,3.4804,-0.3857,1.3231,71319.07,1.1371,0.31,21.49,43.36,10.18,-51.6,-36.14
600990,0.0058,8.35,-3.0999,3.0459,13670.2,3.7734,0.07,15.35,66.8,44.71,-7.74,0.0
600992,0.0207,5.5696,0.0136,3.4288,24509.0,0.8843,0.37,14.18,39.61,35.47,30.12,28.44
600993,0.2,4.7018,0.1319,0.2525,43105.39,2.7521,4.37,52.16,14.45,-18.91,8.03,13.18
600995,0.2,3.5271,0.3298,0.3252,47852.64,1.8645,5.78,28.78,37.2,15.73,11.41,10.55
600996,0.05,3.7674,0.0083,1.5391,104256.84,1.0989,1.31,33.51,37.67,-20.75,-68.56,-73.0
600997,0.1,5.73,0.0686,1.6168,158779.99,2.3936,1.77,10.74,52.83,79.96,844.09,870.69
600998,0.11,5.5727,-1.6182,2.4162,164702.69,2.0433,1.63,7.5,68.63,21.8,31.31,32.44
600999,0.2052,9.1476,-0.7786,4.1099,669940.93,2.3483,2.27,0.0,71.03,17.59,36.23,37.86
601000,0.07,3.0494,0.0872,0.7788,455840.66,1.1213,2.46,36.08,21.08,3.79,22.71,24.66
601001,0.01,3.018,0.5612,0.6734,167370.0,0.2251,0.36,58.89,61.73,75.72,-95.86,0.0
601002,0.028,2.9555,-0.1471,1.3906,79269.0,0.359,0.96,26.31,39.62,10.37,0.0,0.0
601003,0.0791,1.8882,-0.2573,0.0813,256279.32,0.4244,4.28,4.39,79.54,47.15,1214.17,905.77
601005,-0.13,-0.1787,-0.0335,1.613,443602.26,-2.9285,-119.39,-7.14,101.91,17.5,0.0,0.0
601006,0.21,6.2595,0.2083,1.664,1486679.15,2.9076,3.46,29.57,25.8,12.04,53.87,53.47
601007,0.031,4.6944,0.1937,1.3463,30000.0,2.0524,0.65,58.25,30.28,8.29,-4.5,95.21
601008,0.005,3.1613,-0.0355,1.5906,101521.51,0.4366,0.13,33.52,53.89,-2.8,-23.01,-185.16
601009,0.4,8.9205,-3.0857,2.5087,605871.99,2.9947,4.63,0.0,94.27,-20.61,15.78,16.13
601010,0.05,2.2861,0.0621,0.4544,184800.0,0.6418,2.17,19.14,34.78,3.08,70.32,56.42
601011,0.0159,3.1945,0.0453,1.5485,136750.0,0.5738,0.5,23.17,44.61,77.56,851.65,0.0
601012,0.22,5.2803,-0.4102,2.7018,199589.08,1.5647,4.26,31.33,51.79,21.65,65.04,61.68
601015,0.03,2.9732,0.1984,0.6934,93000.0,1.143,1.08,8.04,57.76,98.38,188.34,294.14
601016,0.024,1.5162,0.1009,0.2821,415556.0,0.2053,1.55,52.24,61.35,13.76,39.97,49.44
601018,0.05,2.6794,-0.0659,0.6551,1317284.78,0.8595,1.95,29.86,36.67,-21.09,3.08,5.65
601020,0.04,2.9631,-0.2801,0.6879,52567.66,1.1191,1.35,73.7,38.84,70.94,0.0,0.0
601021,0.38,9.5265,-0.0192,1.9349,80058.0,6.1541,4.06,12.48,59.9,23.09,-17.3,-63.5
601028,0.001,2.4847,0.0704,1.1545,78466.48,0.1709,0.05,7.72,32.75,-15.24,-96.54,-96.19
601038,0.0647,4.9135,-0.3164,2.1354,99590.0,1.359,1.32,16.33,59.76,-12.53,-30.76,-40.33
601058,-0.02,1.9553,-0.2057,0.4197,229393.72,0.4659,-1.12,11.36,67.16,40.01,-153.3,-158.43
601069,0.0843,2.7633,0.1966,0.799,63600.0,0.8515,3.1,35.31,30.79,-0.76,46.32,17.89
601088,0.615,16.3712,1.2561,3.7572,1988962.05,10.509,3.84,41.86,32.98,54.97,165.57,159.21
601098,0.2,7.2852,-0.0262,2.4741,179600.0,3.4021,2.73,45.36,27.91,13.12,7.04,10.57
601099,-0.014,1.6916,0.4096,0.4105,681631.64,0.1471,-0.8,0.0,69.56,-14.18,-1374.26,-1381.97
601100,0.1,5.6587,-0.1101,3.3112,63000.0,1.1371,1.68,28.44,33.47,119.61,1381.65,0.0
601101,0.26,5.8435,0.3083,2.6957,119999.83,1.3184,4.58,38.6,44.55,49.18,0.0,0.0
601106,0.0009,1.409,-0.0056,1.2892,653800.0,-0.9113,0.04,21.61,69.9,205.62,0.0,0.0
601107,0.091,4.4496,0.042,0.603,305806.0,1.3926,2.07,40.34,60.46,-6.32,-18.32,-18.48
601111,0.11,5.6034,0.1702,1.8087,1452481.52,2.4038,2.03,19.1,61.72,9.78,-39.79,-39.62
601113,0.05,3.3526,0.1484,1.79,83305.0,0.4975,1.38,17.29,39.35,74.24,0.0,0.0
601116,0.0981,3.9966,0.3798,1.6251,41075.88,1.1131,2.49,22.65,40.68,-13.33,26.39,52.51
601117,0.06,5.6291,-0.3703,1.1177,493300.0,3.4601,1.12,13.15,64.92,-4.85,-18.85,-16.54
601118,0.0036,2.0475,-0.1322,0.9633,393117.16,-0.0022,0.17,4.53,41.41,29.18,0.0,0.0
601126,-0.0236,4.7101,-0.2193,1.7332,81317.2,1.715,-0.5,41.27,31.93,-6.33,-292.51,-446.38
601127,0.23,4.241,0.5842,1.216,89250.0,1.8256,5.11,20.89,77.21,84.01,70.82,126.42
601128,0.14,4.5454,-0.5511,0.3132,222272.8,0.8841,3.17,0.0,92.23,15.37,11.51,9.67
601137,0.09,5.0635,-0.0069,2.9935,62721.97,0.9231,1.74,11.79,33.92,41.88,14.88,9.96
601139,0.1,3.5909,0.0339,1.1875,221212.42,1.2673,2.84,24.34,51.84,22.44,5.47,5.89
601155,0.02,6.6033,-2.3221,1.1471,225898.42,4.543,0.28,38.87,85.69,77.95,0.0,0.0
601158,0.12,2.9185,0.0576,0.9648,480000.0,0.7066,4.08,41.58,29.73,-9.59,83.66,101.33
601163,0.2,9.9986,-0.6372,5.155,80000.0,2.8767,1.98,18.13,41.57,36.31,-2.63,-16.54
601166,0.8099,18.8358,-2.2504,4.7754,2077419.08,9.1616,4.7,0.0,93.63,-15.57,7.16,6.29
601168,0.02,4.8401,-0.3681,2.2625,238300.0,1.2358,0.35,9.97,57.47,-0.42,0.0,0.0
601169,0.36,8.4877,-1.3498,1.7253,1520667.57,3.337,4.3,0.0,93.17,7.12,3.22,3.28
601177,0.0052,4.0348,-0.1995,2.1511,40006.0,0.7747,0.13,21.01,54.22,14.86,-77.75,0.0
601179,0.0594,3.7661,-0.1479,2.256,512588.24,0.4243,1.59,35.32,39.8,2.14,30.92,30.39
601186,0.212,9.2493,-1.4413,2.9773,1357954.15,5.0796,2.17,9.22,80.47,3.7,11.93,13.84
601188,0.058,2.9124,0.1111,0.9284,131587.86,0.9048,2.0,61.34,31.0,1.94,2.31,12.08
601198,0.11,6.7855,0.5724,3.5396,275796.07,1.4001,1.63,0.0,73.23,6.79,8.46,7.57
601199,0.05,2.6745,0.0488,0.4171,93520.62,1.1281,1.81,44.2,42.79,13.42,2.56,-3.47
601206,0.37,3.6052,-0.667,0.4175,20700.0,1.9807,10.89,29.76,61.18,21.75,21.67,23.05
601208,0.07,3.7206,-0.0672,1.9488,62660.1,0.647,2.01,23.79,21.26,17.37,232.82,15.41
601211,0.2958,10.305,-3.0776,3.3906,866500.0,3.8727,2.65,0.0,71.78,-30.71,7.94,73.12
601212,0.0036,1.6914,-0.0315,0.5287,697296.59,0.4043,0.2,8.01,69.94,17.4,-45.35,35.83
601216,0.0633,1.684,-0.0077,0.027,843801.74,0.62,3.83,40.37,27.99,48.87,85.71,86.8
601218,0.017,2.5846,0.0446,0.5942,99176.0,0.8589,0.64,23.01,31.75,-9.03,-40.51,-42.47
601222,0.08,4.7201,0.0535,2.5991,176409.18,1.0105,1.55,37.63,34.26,-2.34,28.14,58.01
601225,0.27,3.74,0.3319,0.7389,1000000.0,1.706,7.45,55.72,50.8,110.22,0.0,0.0
601226,-0.0497,2.9611,-0.2738,1.0563,115500.0,0.7775,-1.67,7.34,55.08,-26.23,-460.13,-657.04
601228,0.028,1.8892,0.0227,0.3006,619318.0,0.5295,1.5,25.38,41.51,32.26,29.95,32.04
601229,0.65,19.9581,-3.916,5.0385,600445.0,6.563,13.16,0.0,93.25,-11.88,6.55,7.07
601231,0.13,3.6246,0.3314,0.7366,217592.36,1.7363,3.72,11.44,44.95,31.99,239.72,226.75
601233,0.26,9.1699,-0.8623,4.4798,123193.63,3.3384,2.89,10.44,46.18,26.41,105.63,100.73
601238,0.59,7.3531,0.5392,1.3965,646606.24,4.5445,8.35,23.82,42.22,66.44,98.68,101.42
601258,0.02,1.9724,-0.7685,0.559,667506.34,0.4183,0.89,10.24,80.99,12.49,206.19,653.13
601288,0.16,3.9497,0.9056,0.3041,32479411.7,1.6915,17.49,0.0,93.28,7.49,1.87,0.58
601311,0.12,6.0378,-0.2952,1.3699,84839.58,3.4644,2.02,20.54,35.61,14.42,-1.54,-36.44
601313,0.0413,4.2555,-0.1938,0.8515,39718.24,2.0481,0.96,29.34,33.18,-4.04,-56.34,-60.95
601318,1.29,22.5094,-2.2804,6.6357,1828024.14,10.8838,5.8,0.0,91.02,27.19,11.37,12.26
601328,0.26,7.9301,0.6363,1.5269,7426272.66,1.6145,12.1,0.0,92.53,-2.05,1.35,1.42
601333,0.04,4.0003,0.132,1.6323,708353.7,0.9691,1.0,10.35,13.07,7.42,-13.5,-16.01
601336,0.59,19.7468,-1.5705,7.6675,311954.66,8.3951,3.04,0.0,91.33,-19.31,-7.87,-3.06
601339,0.08,4.944,-0.2683,1.5723,150000.0,2.1026,1.54,18.13,35.91,21.96,14.32,0.38
601366,0.17,5.0415,0.1908,2.0448,86050.05,1.6574,4.11,20.47,58.56,0.93,10.76,10.18
601368,0.09,3.8924,0.2366,1.2246,73581.09,1.434,2.34,46.64,61.64,4.59,-1.32,6.15
601369,0.03,3.7369,-0.1435,1.1361,163877.02,0.9811,0.94,22.07,56.47,-22.49,-43.96,-60.94
601375,0.03,2.7141,-0.6165,0.981,392373.47,0.2526,0.94,0.0,69.57,-1.43,-21.1,-16.03
601377,0.1,4.8581,-0.7106,2.1608,669667.17,1.1948,2.13,0.0,74.21,12.88,35.39,37.97
601388,0.05,1.127,0.0281,0.0509,202540.0,0.1177,4.63,10.81,47.79,77.42,0.0,0.0
601390,0.107,5.7886,-0.8422,1.8144,2284430.15,2.6448,1.84,8.91,79.32,5.23,15.32,15.83
601398,0.21,5.462,0.3067,0.4265,35640625.71,2.8513,15.8,0.0,91.79,-2.25,1.37,1.38
601500,0.04,3.5283,0.0129,1.0211,72691.91,1.294,1.15,14.17,34.34,62.42,47.3,42.39
601515,0.18,3.3157,0.2758,0.0637,111200.0,1.9159,5.64,43.43,33.54,12.78,0.23,1.38
601518,0.04,2.2284,0.1043,0.2614,121320.0,0.8368,1.82,70.48,57.2,12.33,29.54,28.62
601519,-0.038,0.4359,-0.0701,0.5744,198770.0,-1.1732,-2.11,50.94,42.49,22.78,0.0,0.0
601555,0.1,6.8389,-1.9382,3.9213,300000.0,1.1653,1.52,0.0,76.46,-4.87,-9.4,-10.22
601558,-0.02,0.1727,-0.0198,0.8843,603060.0,-1.7935,-13.18,28.89,87.58,-92.99,0.0,0.0
601566,0.28,8.0719,0.3694,4.4825,57463.72,1.9524,3.5,57.73,16.96,13.6,23.92,17.6
601567,0.07,4.9077,-0.0882,2.2634,141880.69,1.5036,1.41,30.81,38.29,16.68,43.7,42.05
601579,0.167,5.9994,-0.1836,3.4817,49736.0,1.3383,2.81,49.86,17.22,40.44,41.2,41.06
601588,0.09,3.5518,0.0382,1.0837,336702.0,1.2285,2.53,31.97,81.35,17.75,62.2,68.15
601595,0.13,5.2937,0.203,2.1962,37350.0,1.8649,2.44,26.82,27.02,-7.9,-26.88,-28.86
601599,0.01,2.9921,-0.5964,1.4421,89406.84,0.532,0.34,13.77,48.17,36.57,20.33,-9.32
601600,0.024,2.4418,0.1698,1.2519,1490379.82,-0.2769,1.02,7.72,70.89,95.03,2068.74,0.0
601601,0.22,14.649,2.9161,7.365,906200.0,4.4992,1.5,0.0,87.54,29.91,-9.05,-8.44
601607,0.3717,12.1522,0.1399,5.0302,268891.05,5.6294,3.11,12.38,57.33,13.16,12.37,20.82
601608,-0.0005,1.6394,0.0523,0.4842,433941.93,-0.007,-0.03,19.87,63.91,4.14,-144.77,0.0
601611,0.04,2.8068,-1.2664,0.4183,262500.0,1.3277,1.28,8.4,85.81,5.0,21.65,44.42
601616,0.0016,2.4962,-0.0124,1.435,93557.5,-0.0369,0.06,24.81,14.66,-16.08,0.0,0.0
601618,0.07,2.9979,-0.8133,1.0828,2072361.92,0.8515,2.35,11.98,76.97,3.77,5.61,2.32
601628,0.21,10.6598,3.7495,1.9449,2826470.5,4.5535,2.03,0.0,88.84,23.52,17.1,16.58
601633,0.2142,5.4023,-0.5886,0.1546,912726.9,3.745,4.05,21.74,45.04,11.68,-18.42,-22.51
601636,0.0942,2.4245,0.1014,0.5778,260498.79,0.8441,3.98,33.8,49.38,33.15,644.37,782.23
601666,0.1343,4.813,0.2286,1.4072,236116.5,1.5582,2.87,19.19,68.72,102.96,7962.83,12999.88
601668,0.24,6.0238,-2.2264,0.8112,3000000.0,4.0098,3.63,8.94,78.13,9.7,11.03,9.06
601669,0.1115,3.7537,-0.7287,0.8321,1529903.5,1.9489,3.02,12.52,82.82,9.01,5.5,3.24
601677,0.15,7.6622,-0.2614,4.7103,51329.6,2.2118,1.89,8.37,34.94,47.02,44.57,79.5
601678,0.15,4.1458,0.2023,1.0723,118800.0,1.706,3.47,24.54,30.34,55.52,233.62,240.82
601688,0.1857,12.0765,-3.0542,6.3994,716276.88,2.4467,1.56,0.0,77.01,11.65,6.71,9.86
601689,0.27,5.4601,0.129,2.2414,64910.0,1.8874,4.99,30.12,33.7,47.72,37.34,55.91
601699,0.17,6.3763,0.4135,0.4812,299140.92,3.2609,2.72,38.42,68.04,82.66,2307.85,2531.22
601700,0.05,2.7694,-0.0433,1.0811,113323.2,0.4271,1.77,24.02,41.79,-17.64,25.75,25.39
601717,0.04,6.1051,0.2902,2.484,173247.14,2.2861,0.71,20.26,24.15,-12.58,279.95,526.97
601718,0.0634,4.2213,-0.26,1.8432,439162.94,1.3431,1.98,8.03,45.62,6.5,38.78,-50.18
601727,0.0362,3.3988,-0.5435,0.7241,1343115.64,1.235,1.07,23.5,66.83,-15.67,-3.81,-6.06
601766,0.04,4.1155,-0.5411,1.4179,2869886.41,1.6022,1.02,22.08,60.05,-16.71,-42.05,-45.79
601777,0.04,5.408,-0.0834,3.8006,125635.34,1.0851,0.83,12.17,76.52,27.46,-49.36,-57.06
601788,0.1274,10.4046,-1.8285,5.0999,461078.76,2.4045,1.25,0.0,72.23,-6.14,-1.59,-26.41
601789,0.0538,2.555,-0.6933,0.5275,97608.0,0.9455,2.13,7.05,79.34,-1.07,1.71,15.41
601798,-0.005,5.137,-0.1056,2.8121,35452.82,1.203,0.0,35.59,41.22,-22.65,-263.04,0.0
601799,0.3592,13.9444,0.5115,9.63,27615.52,2.6628,2.61,21.05,32.28,39.75,31.86,31.06
601800,0.19,8.9363,-0.8473,1.4847,1617473.54,5.2377,2.15,13.36,76.4,0.15,36.22,36.44
601801,0.31,4.6123,-0.0541,1.2158,198920.47,2.0373,7.05,24.28,24.96,10.0,154.98,-6.35
601808,-0.11,7.2635,0.0412,2.5928,477159.2,3.1238,-1.6,-5.01,56.28,-9.4,0.0,0.0
601811,0.15,6.8345,-0.1197,2.123,123384.1,1.6887,2.23,37.86,31.24,15.24,7.88,6.04
601818,0.18,4.8842,-3.5028,0.7148,4667909.5,1.6953,15.3,0.0,93.61,0.5,1.57,1.78
601857,0.03,6.5449,0.3988,0.7014,18302097.78,3.8898,0.5,20.62,42.0,39.89,0.0,0.0
601858,0.02,3.684,-0.2301,0.9874,79050.0,1.5537,0.82,30.41,22.94,26.49,0.0,0.0
601866,0.0297,1.1688,0.081,-0.0238,1168312.5,0.3006,2.58,19.51,88.52,-29.07,0.0,0.0
601872,0.06,3.0567,0.2259,1.3859,529945.81,0.6788,1.88,34.87,45.31,6.41,-27.99,-27.97
601877,0.18,8.4927,-0.0263,5.048,213446.95,2.017,2.18,28.39,52.73,3.38,10.79,2.82
