股票代码,股票名称,所属行业,PE(动),总市值
2107,沃华医药,医药制造,117.22,57.22
2108,沧州明珠,塑胶制品,28.72,148.3
2109,兴化股份,化工行业,225.47,63.32
2110,三钢闽光,钢铁行业,25.58,178.6
2111,威海广泰,机械行业,49.0,85.61
2112,三变科技,输配电气,134.96,33.51
2113,天润数娱,房地产,262.26,141.9
2114,罗平锌电,有色金属,192.01,66.98
2115,三维通信,通讯行业,0.0,43.83
2116,中国海诚,工程建设,63.43,68.07
2117,东港股份,造纸印刷,55.71,110.7
2118,紫鑫药业,医药制造,90.14,90.42
2119,康强电子,电子元件,101.83,44.42
2120,韵达股份,交运物流,584.99,478.7
2121,科陆电子,仪器仪表,142.65,132.9
2122,天马股份,机械行业,341.87,129.8
2123,梦网荣信,通讯行业,58.11,130.6
2124,天邦股份,农牧饲渔,19.36,88.13
2125,湘潭电化,化工行业,230.88,42.02
2126,银轮股份,汽车行业,27.95,66.48
2127,南极电商,纺织服装,97.39,187.4
2128,露天煤业,煤炭采选,22.17,147.1
2129,中环股份,电子元件,46.77,218.7
2130,沃尔核材,材料行业,70.25,85.48
2131,利欧股份,电子信息,41.35,240.2
2132,恒星科技,金属制品,75.52,82.70
2133,广宇集团,房地产,26.71,57.05
2134,天津普林,电子元件,0.0,38.80
2135,东南网架,工程建设,129.25,63.49
2136,安纳达,化工行业,99.09,42.12
2137,麦达数字,电子元件,47.77,71.64
2138,顺络电子,电子元件,39.91,143.3
2139,拓邦股份,仪器仪表,44.94,64.85
2140,东华科技,工程建设,60.6,66.37
2141,贤丰控股,金属制品,1018.02,93.16
2142,宁波银行,银行,8.41,711.7
2143,印纪传媒,文化传媒,74.89,395.4
2144,宏达高科,医疗行业,38.18,39.24
2145,中核钛白,化工行业,123.18,103.6
2146,荣盛发展,房地产,13.02,377.4
2147,新光圆成,机械行业,36.37,231.0
2148,北纬通信,通讯行业,90.65,56.71
2149,西部材料,材料行业,545.87,61.47
2150,通润装备,金属制品,50.25,43.60
2151,北斗星通,电子信息,237.52,164.9
2152,广电运通,电子信息,31.81,215.0
2153,石基信息,软件服务,68.12,240.3
2154,报喜鸟,纺织服装,0.0,56.26
2155,湖南黄金,贵金属,103.45,148.5
2156,通富微电,电子元件,61.11,110.5
2157,正邦科技,农牧饲渔,11.68,141.1
2158,汉钟精机,机械行业,34.07,58.55
2159,三特索道,旅游酒店,0.0,42.09
2160,常铝股份,有色金属,68.4,64.55
2161,远望谷,电子信息,0.0,77.01
2162,悦心健康,玻璃陶瓷,2006.9,56.33
2163,中航三鑫,玻璃陶瓷,0.0,84.21
2164,宁波东力,机械行业,794.52,53.61
2165,红宝丽,化工行业,46.55,46.24
2166,莱茵生物,医药制造,99.27,56.58
2167,东方锆业,有色金属,1847.9,74.39
2168,深圳惠程,输配电气,185.06,140.5
2169,智光电气,输配电气,66.62,80.43
2170,芭田股份,化肥行业,46.45,81.71
2171,楚江新材,有色金属,44.51,86.07
2172,澳洋科技,化纤行业,28.83,74.74
2173,*ST创疗,医疗行业,103.81,93.52
2174,游族网络,软件服务,51.2,246.3
2175,东方网络,文化传媒,380.06,123.5
2176,江特电机,机械行业,82.51,162.8
2177,御银股份,电子信息,129.71,58.00
2178,延华智能,软件服务,145.19,76.67
2179,中航光电,电子元件,32.99,242.1
2180,艾派克,电子元件,82.92,284.4
2181,粤传媒,文化传媒,0.0,87.43
2182,云海金属,有色金属,40.57,63.38
2183,怡亚通,国际贸易,37.15,223.6
2184,海得控制,电子信息,333.32,45.44
2185,华天科技,电子元件,36.17,141.4
2186,全聚德,旅游酒店,52.81,73.72
2187,广百股份,商业百货,30.86,48.66
2188,巴士在线,电子元件,227.1,82.30
2189,利达光电,电子元件,269.26,46.64
2190,成飞集成,汽车行业,81.49,112.2
2191,劲嘉股份,包装材料,23.27,136.8
2192,融捷股份,电子元件,5155.69,70.96
2193,山东如意,纺织服装,128.66,56.48
2194,武汉凡谷,通讯行业,0.0,63.98
2195,二三四五,电子信息,37.22,236.4
2196,方正电机,机械行业,60.18,57.58
2197,证通电子,电子信息,187.37,79.67
2198,嘉应制药,医药制造,262.49,71.46
2199,东晶电子,电子元件,286.33,46.38
2200,云投生态,园林工程,102.12,46.86
2201,九鼎新材,玻璃陶瓷,502.1,50.33
2202,金风科技,输配电气,16.7,476.5
2203,海亮股份,有色金属,28.34,149.9
2204,大连重工,专用设备,119.87,91.35
2205,国统股份,水泥建材,275.2,36.68
2206,海利得,化纤行业,38.29,97.69
2207,准油股份,石油行业,0.0,38.53
2208,合肥城建,房地产,49.8,54.16
2209,达意隆,专用设备,0.0,35.14
2210,飞马国际,交运物流,108.8,205.5
2211,宏达新材,塑胶制品,0.0,48.00
2212,南洋股份,输配电气,208.8,188.6
2213,特尔佳,汽车行业,339.8,53.56
2214,大立科技,安防设备,164.58,54.49
2215,诺普信,农药兽药,0.0,96.07
2216,三全食品,食品饮料,84.23,76.58
2217,合力泰,电子元件,40.27,310.5
2218,拓日新能,电子元件,55.65,62.62
2219,恒康医疗,医药制造,88.85,239.1
2220,天宝股份,食品饮料,34.59,62.80
2221,东华能源,石油行业,42.33,205.9
2222,福晶科技,电子元件,94.34,65.66
2223,鱼跃医疗,医疗行业,38.17,219.9
2224,三力士,塑胶制品,42.86,96.80
2225,濮耐股份,材料行业,64.22,54.61
2226,江南化工,化工行业,138.23,84.75
2227,奥特迅,输配电气,0.0,53.80
2228,合兴包装,包装材料,59.11,55.17
2229,鸿博股份,造纸印刷,0.0,80.81
2230,科大讯飞,软件服务,98.69,478.1
2231,奥维通信,通讯行业,666.44,48.31
2232,启明信息,软件服务,8740.74,54.42
2233,塔牌集团,水泥建材,23.18,105.3
2234,民和股份,农牧饲渔,36.26,55.76
2235,安妮股份,造纸印刷,466.83,68.60
2236,大华股份,安防设备,33.51,477.8
2237,恒邦股份,贵金属,41.05,106.6
2238,天威视讯,文化传媒,29.88,92.17
2239,奥特佳,纺织服装,43.08,155.4
2240,威华股份,有色金属,245.71,57.51
2241,歌尔股份,电子元件,31.35,517.7
2242,九阳股份,家电行业,20.09,146.3
2243,通产丽星,包装材料,177.76,46.71
2244,滨江集团,房地产,16.76,227.1
2245,澳洋顺昌,交运物流,44.91,92.33
2246,北化股份,化工行业,76.32,70.00
2247,帝龙文化,文化传媒,40.73,140.0
2248,华东数控,机械行业,0.0,33.33
2249,大洋电机,机械行业,39.82,202.8
2250,联化科技,化工行业,44.44,141.8
2251,步步高,商业百货,54.14,125.6
2252,上海莱士,医药制造,59.02,970.7
2253,川大智胜,软件服务,180.6,70.24
2254,泰和新材,化纤行业,116.41,76.29
2255,海陆重工,机械行业,82.86,62.44
2256,兆新股份,输配电气,95.42,115.7
2257,立立电子,-,0.0,0
2258,利尔化学,农药兽药,37.05,77.19
2259,升达林业,木业家具,567.97,72.45
2260,德奥通航,家电行业,1453.63,61.26
2261,拓维信息,通讯行业,59.03,128.7
2262,恩华药业,医药制造,46.22,143.2
2263,大东南,包装材料,0.0,69.87
2264,新华都,商业百货,24.67,69.69
2265,西仪股份,机械行业,1240.18,86.97
2266,浙富控股,机械行业,162.96,109.6
2267,陕天然气,石油行业,19.3,106.4
2268,卫士通,软件服务,2578.74,174.0
2269,美邦服饰,纺织服装,0.0,118.0
2270,华明装备,专用设备,38.72,74.20
2271,东方雨虹,水泥建材,25.57,245.7
2272,川润股份,机械行业,263.1,38.28
2273,水晶光电,电子元件,61.49,156.0
2274,华昌化工,化肥行业,246.15,54.03
2275,桂林三金,医药制造,26.95,113.6
2276,万马股份,输配电气,76.07,132.9
2277,友阿股份,商业百货,35.8,107.1
2278,神开股份,机械行业,0.0,60.95
2279,久其软件,软件服务,99.69,101.3
2280,联络互动,软件服务,80.88,283.2
2281,光迅科技,通讯行业,56.23,160.3
2282,博深工具,机械行业,373.76,46.66
2283,天润曲轴,机械行业,43.36,84.24
2284,亚太股份,汽车行业,64.39,107.1
2285,世联行,房地产,21.54,160.9
2286,保龄宝,食品饮料,105.03,56.16
2287,奇正藏药,医药制造,80.13,215.1
2288,超华科技,电子元件,1205.96,71.83
2289,*ST宇顺,电子元件,0.0,41.81
2290,中科新材,材料行业,139.56,50.75
2291,星期六,纺织服装,324.93,75.99
2292,奥飞娱乐,文化传媒,47.8,279.1
2293,罗莱生活,纺织服装,26.92,93.13
2294,信立泰,医药制造,21.75,303.8
2295,精艺股份,有色金属,421.88,38.75
2296,辉煌科技,通讯行业,77.78,58.98
2297,博云新材,材料行业,0.0,68.43
2298,中电鑫龙,安防设备,65.86,90.88
2299,圣农发展,农牧饲渔,30.79,206.5
2300,太阳电缆,输配电气,58.8,90.69
2301,齐心集团,文教休闲,95.82,100.5
2302,西部建设,水泥建材,77.03,186.3
2303,美盈森,包装材料,56.31,159.0
2304,洋河股份,酿酒行业,20.32,1311
2305,南国置业,房地产,611.49,86.71
2306,中科云网,旅游酒店,0.0,49.36
2307,北新路桥,工程建设,247.64,86.50
2308,威创股份,电子元件,81.25,129.0
2309,中利集团,输配电气,0.0,88.45
2310,东方园林,园林工程,64.42,444.2
2311,海大集团,农牧饲渔,22.03,258.5
2312,三泰控股,电子信息,0.0,101.7
2313,日海通讯,通讯行业,430.84,72.79
2314,南山控股,水泥建材,23.28,154.1
2315,焦点科技,电子信息,66.76,74.13
2316,键桥通讯,通讯行业,0.0,53.66
2317,众生药业,医药制造,26.51,107.2
2318,久立特材,钢铁行业,49.66,83.31
2319,乐通股份,化工行业,4752.08,41.90
2320,海峡股份,港口水运,38.25,68.86
2321,华英农业,农牧饲渔,62.5,57.17
2322,理工环科,输配电气,90.23,83.75
2323,雅百特,输配电气,59.26,137.2
2324,普利特,塑胶制品,26.15,79.03
2325,洪涛股份,装修装饰,30.86,86.41
2326,永太科技,化工行业,81.16,132.8
2327,富安娜,纺织服装,26.82,87.09
2328,新朋股份,机械行业,50.19,48.04
2329,皇氏集团,食品饮料,63.31,112.0
2330,得利斯,食品饮料,238.3,58.73
2331,皖通科技,软件服务,73.74,56.68
2332,仙琚制药,医疗行业,61.93,83.07
2333,罗普斯金,水泥建材,52.24,95.70
2334,英威腾,输配电气,95.66,65.11
2335,科华恒盛,输配电气,81.41,108.0
2336,*ST人乐,商业百货,543.27,50.40
2337,赛象科技,机械行业,0.0,43.38
2338,奥普光电,仪器仪表,92.49,57.02
2339,积成电子,软件服务,68.82,73.09
2340,格林美,材料行业,90.56,239.5
2341,新纶科技,环保工程,136.36,93.75
2342,巨力索具,金属制品,386.17,79.68
2343,慈文传媒,文化传媒,63.83,124.2
2344,海宁皮城,商业百货,20.65,134.6
2345,潮宏基,珠宝首饰,36.76,95.41
2346,柘中股份,水泥建材,972.97,156.1
2347,泰尔股份,机械行业,238.87,42.55
2348,高乐股份,文教休闲,148.52,74.83
2349,精华制药,医药制造,63.92,105.5
2350,北京科锐,输配电气,131.96,45.89
2351,漫步者,电子信息,111.45,93.61
2352,顺丰控股,交运物流,61.17,2557
2353,杰瑞股份,机械行业,147.89,206.8
2354,天神娱乐,电子信息,44.5,200.9
2355,兴民智通,汽车行业,139.0,70.63
2356,赫美集团,仪器仪表,47.7,82.96
2357,富临运业,交运物流,28.28,41.98
2358,森源电气,输配电气,48.24,190.1
2359,齐星铁塔,输配电气,0.0,146.1
2360,同德化工,化工行业,63.1,43.89
2361,神剑股份,材料行业,54.94,78.84
2362,汉王科技,软件服务,237.78,50.69
2363,隆基机械,汽车行业,77.49,46.61
2364,中恒电气,输配电气,58.87,103.5
2365,永安药业,医药制造,71.86,48.43
2366,台海核电,机械行业,45.56,214.9
2367,康力电梯,机械行业,21.85,107.2
2368,太极股份,软件服务,150.32,129.9
2369,卓翼科技,电子信息,450.62,57.55
2370,亚太药业,医药制造,74.54,85.01
2371,北方华创,电子元件,148.64,138.1
2372,伟星新材,水泥建材,23.49,157.5
2373,千方科技,软件服务,51.28,150.6
2374,丽鹏股份,金属制品,58.04,70.81
2375,亚厦股份,装修装饰,42.59,151.8
2376,新北洋,电子信息,47.18,87.15
2377,国创高新,石油行业,1065.16,43.99
2378,章源钨业,有色金属,1020.77,92.42
2379,*ST鲁丰,材料行业,745.88,74.48
2380,科远股份,电子信息,88.74,62.88
2381,双箭股份,塑胶制品,62.57,50.05
2382,蓝帆医疗,医疗行业,34.46,62.39
2383,合众思壮,通讯行业,135.66,130.8
2384,东山精密,金属制品,97.5,191.3
2385,大北农,农牧饲渔,34.73,275.6
2386,天原集团,化工行业,105.86,58.37
2387,黑牛食品,食品饮料,126.18,80.47
2388,新亚制程,电子信息,549.93,57.50
2389,南洋科技,电子元件,127.04,166.6
2390,信邦制药,医药制造,64.83,172.9
2391,长青股份,农药兽药,33.63,60.57
2392,北京利尔,材料行业,35.91,67.36
2393,力生制药,医药制造,63.62,73.55
2394,联发股份,纺织服装,18.4,57.88
2395,双象股份,塑胶制品,132.07,42.48
2396,星网锐捷,通讯行业,44.35,104.2
2397,梦洁股份,纺织服装,78.15,59.29
2398,建研集团,工程建设,28.7,48.02
2399,海普瑞,医药制造,68.01,275.5
2400,省广股份,文化传媒,32.52,184.9
2401,中海科技,软件服务,92.58,54.80
2402,和而泰,电子元件,73.29,93.51
2403,爱仕达,家电行业,38.39,50.97
2404,嘉欣丝绸,纺织服装,44.91,44.72
2405,四维图新,软件服务,190.35,255.5
2406,远东传动,机械行业,49.66,55.48
2407,多氟多,化工行业,39.1,186.8
2408,齐翔腾达,化工行业,34.51,173.4
2409,雅克科技,化工行业,121.28,82.28
2410,广联达,软件服务,55.75,170.0
2411,必康股份,化工行业,45.67,419.8
2412,汉森制药,医药制造,66.9,54.23
2413,雷科防务,电子信息,155.76,133.4
2414,高德红外,安防设备,260.95,145.8
2415,海康威视,安防设备,30.89,1997
2416,爱施德,商业百货,71.85,134.9
2417,三元达,通讯行业,0.0,41.85
2418,康盛股份,金属制品,52.25,105.8
2419,天虹商场,商业百货,23.68,124.1
2420,毅昌股份,塑胶制品,0.0,38.14
2421,达实智能,软件服务,58.37,131.6
2422,科伦药业,医药制造,32.79,235.0
2423,*ST中特,钢铁行业,0.0,69.16
2424,贵州百灵,医药制造,53.34,257.3
2425,凯撒文化,文化传媒,86.24,102.0
2426,胜利精密,金属制品,33.92,262.8
2427,尤夫股份,化纤行业,69.53,106.7
2428,云南锗业,有色金属,0.0,86.28
2429,兆驰股份,家电行业,40.62,189.6
2430,杭氧股份,专用设备,0.0,85.51
2431,棕榈股份,园林工程,124.68,141.1
2432,九安医疗,医疗行业,0.0,64.66
2433,太安堂,医药制造,37.89,82.97
2434,万里扬,汽车行业,81.55,238.7
2435,长江润发,机械行业,376.49,95.01
2436,兴森科技,电子元件,56.39,105.0
2437,誉衡药业,医药制造,23.31,177.2
2438,江苏神通,机械行业,100.31,51.75
2439,启明星辰,软件服务,297.23,186.8
2440,闰土股份,化工行业,22.09,129.8
2441,众业达,输配电气,44.89,68.60
2442,龙星化工,化工行业,326.08,63.84
2443,金洲管道,金属制品,109.6,62.15
2444,巨星科技,金属制品,31.05,190.9
2445,中南文化,机械行业,74.26,131.3
2446,盛路通信,通讯行业,41.49,99.84
2447,壹桥股份,农牧饲渔,52.59,92.20
2448,中原内配,汽车行业,33.14,71.10
2449,国星光电,电子元件,37.21,71.55
2450,康得新,材料行业,36.53,689.0
2451,摩恩电气,输配电气,989.75,85.20
2452,长高集团,输配电气,50.24,46.24
2453,天马精化,化工行业,362.97,55.76
2454,松芝股份,汽车行业,26.95,57.14
2455,百川股份,化工行业,87.59,72.21
2456,欧菲光,电子元件,54.41,411.2
2457,青龙管业,水泥建材,357.73,37.99
2458,益生股份,农牧饲渔,16.78,94.32
2459,天业通联,机械行业,442.12,63.90
2460,赣锋锂业,有色金属,41.57,269.2
2461,珠江啤酒,酿酒行业,105.8,153.3
2462,嘉事堂,医药制造,45.61,103.5
2463,沪电股份,电子元件,94.11,81.20
2464,金利科技,塑胶制品,95.85,100.5
2465,海格通信,通讯行业,75.24,251.7
2466,天齐锂业,化工行业,25.83,390.5
2467,二六三,电信运营,62.81,79.78
2468,申通快递,交运物流,6428.47,446.7
2469,三维工程,工程建设,409.3,48.16
2470,金正大,化肥行业,15.34,230.6
2471,中超控股,输配电气,64.52,75.95
2472,双环传动,机械行业,42.44,78.84
2473,圣莱达,家电行业,0.0,37.26
2474,榕基软件,软件服务,290.76,78.96
2475,立讯精密,电子元件,56.79,515.4
2476,宝莫股份,化工行业,241.59,61.14
2477,雏鹰农牧,农牧饲渔,15.91,149.9
2478,常宝股份,钢铁行业,61.64,67.62
2479,富春环保,环保工程,42.95,105.2
2480,新筑股份,机械行业,903.24,65.89
2481,双塔食品,食品饮料,78.23,106.1
2482,广田集团,装修装饰,37.05,147.1
2483,润邦股份,机械行业,55.1,57.79
2484,江海股份,电子元件,71.09,95.06
2485,希努尔,纺织服装,415.09,67.17
2486,嘉麟杰,纺织服装,606.19,71.88
2487,大金重工,金属制品,69.37,49.52
2488,金固股份,汽车行业,0.0,78.36
2489,浙江永强,木业家具,75.9,166.0
2490,山东墨龙,机械行业,538.61,59.92
2491,通鼎互联,通讯行业,35.2,184.3
2492,恒基达鑫,交运物流,102.39,34.18
2493,荣盛石化,化纤行业,22.71,371.9
2494,华斯股份,纺织服装,402.94,46.34
2495,佳隆股份,食品饮料,161.45,52.11
2496,辉丰股份,农药兽药,41.66,77.94
2497,雅化集团,化工行业,61.66,80.16
2498,汉缆股份,输配电气,33.19,141.4
2499,科林环保,机械行业,281.19,54.26
2500,山西证券,券商信托,73.32,316.8
2501,利源精制,有色金属,28.75,159.5
2502,骅威文化,文化传媒,47.98,100.5
2503,搜于特,纺织服装,56.56,204.6
2504,弘高创意,装修装饰,27.36,81.96
2505,大康农业,农牧饲渔,603.43,192.0
2506,协鑫集成,电子元件,85.92,239.7
2507,涪陵榨菜,食品饮料,32.16,84.62
2508,老板电器,家电行业,37.01,346.0
2509,天广中茂,专用设备,56.82,197.5
2510,天汽模,汽车行业,41.21,56.41
2511,中顺洁柔,造纸印刷,40.21,97.11
2512,达华智能,电子元件,204.05,170.1
2513,*ST蓝丰,农药兽药,51.75,55.47
2514,宝馨科技,金属制品,91.17,48.92
2515,金字火腿,食品饮料,357.15,99.73
2516,旷达科技,纺织服装,31.74,106.3
2517,恺英网络,电子信息,32.76,223.4
2518,科士达,输配电气,31.05,91.87
2519,银河电子,家电行业,45.04,139.6
2520,日发精机,机械行业,149.61,67.10
2521,齐峰新材,造纸印刷,39.14,55.55
2522,浙江众成,包装材料,179.44,178.0
2523,天桥起重,机械行业,58.8,62.91
2524,光正集团,石油行业,0.0,63.07
2525,胜景山河,食品饮料,0.0,0
2526,山东矿机,机械行业,513.64,54.90
2527,新时达,机械行业,38.61,81.61
2528,英飞拓,安防设备,0.0,72.61
2529,海源机械,专用设备,0.0,49.66
2530,丰东股份,机械行业,395.28,184.0
2531,天顺风能,机械行业,29.75,136.1
2532,新界泵业,机械行业,35.93,45.13
2533,金杯电工,输配电气,31.68,54.59
2534,杭锅股份,机械行业,42.36,81.14
2535,林州重机,安防设备,388.59,57.32
2536,西泵股份,汽车行业,43.97,46.07
2537,海立美达,材料行业,133.71,175.7
2538,司尔特,化肥行业,27.05,74.40
2539,云图控股,化肥行业,49.34,106.7
2540,亚太科技,有色金属,30.29,81.02
2541,鸿路钢构,水泥建材,42.11,67.63
2542,中化岩土,工程建设,79.97,155.9
2543,万和电气,家电行业,24.51,95.96
2544,杰赛科技,通讯行业,130.82,139.3
2545,东方铁塔,水泥建材,138.98,149.0
2546,新联电子,输配电气,74.97,64.97
2547,春兴精工,金属制品,75.5,123.4
2548,金新农,农牧饲渔,33.32,54.99
2549,凯美特气,化工行业,453.17,58.29
2550,千红制药,医疗行业,36.14,88.70
2551,尚荣医疗,医疗行业,47.23,82.02
2552,宝鼎科技,船舶制造,0.0,57.60
2553,南方轴承,机械行业,69.33,50.11
2554,惠博普,石油行业,59.76,84.06
2555,三七互娱,电子信息,40.15,429.7
2556,辉隆股份,农牧饲渔,50.47,68.39
2557,洽洽食品,食品饮料,23.23,84.26
2558,世纪游轮,软件服务,129.53,1376
2559,亚威股份,机械行业,45.37,52.99
2560,通达股份,输配电气,60.76,55.96
2561,徐家汇,商业百货,31.03,71.10
2562,兄弟科技,化工行业,47.44,79.54
2563,森马服饰,纺织服装,18.06,257.6
2564,天沃科技,机械行业,0.0,80.27
2565,顺灏股份,包装材料,77.8,59.95
2566,益盛药业,医药制造,102.79,42.66
2567,唐人神,农牧饲渔,43.82,78.80
2568,百润股份,食品饮料,0.0,213.2
2569,步森股份,纺织服装,0.0,77.97
2570,贝因美,食品饮料,0.0,138.1
2571,德力股份,玻璃陶瓷,0.0,49.74
2572,索菲亚,木业家具,46.27,307.2
2573,清新环境,环保工程,31.55,209.5
2574,明牌珠宝,珠宝首饰,124.17,54.28
2575,群兴玩具,文教休闲,682.15,87.07
2576,通达动力,输配电气,972.52,40.73
2577,雷柏科技,电子信息,531.31,95.29
2578,闽发铝业,有色金属,332.39,58.74
2579,中京电子,电子元件,39.05,50.09
2580,圣阳股份,输配电气,70.98,38.23
2581,未名医药,医药制造,45.81,164.9
2582,好想你,农牧饲渔,384.31,75.91
2583,海能达,安防设备,64.16,257.8
2584,西陇科学,化工行业,83.8,81.11
2585,双星新材,包装材料,57.06,85.43
2586,围海股份,工程建设,268.33,100.6
2587,奥拓电子,电子元件,70.57,55.94
2588,史丹利,化肥行业,19.48,120.1
2589,瑞康医药,医药制造,50.87,252.6
2590,万安科技,交运设备,82.8,89.31
2591,恒大高新,化工行业,0.0,44.08
2592,八菱科技,汽车行业,71.73,86.78
2593,日上集团,钢铁行业,78.42,48.32
2594,比亚迪,汽车行业,27.7,1353
2595,豪迈科技,汽车行业,27.84,210.0
2596,海南瑞泽,水泥建材,142.25,99.89
2597,金禾实业,化工行业,22.25,122.7
2598,山东章鼓,机械行业,69.95,39.47
2599,盛通股份,包装材料,226.47,59.98
2600,江粉磁材,材料行业,60.71,134.9
2601,龙蟒佰利,化工行业,215.19,342.8
2602,世纪华通,塑胶制品,68.19,357.0
2603,以岭药业,医药制造,40.06,217.1
2604,龙力生物,食品饮料,50.25,65.05
2605,姚记扑克,文教休闲,73.79,68.63
2606,大连电瓷,输配电气,97.7,85.25
2607,亚夏汽车,汽车行业,75.81,55.10
2608,*ST舜船,船舶制造,0.0,463.9
2609,捷顺科技,电子信息,75.95,110.1
2610,爱康科技,金属制品,115.18,128.9
2611,东方精工,专用设备,112.83,108.9
2612,朗姿股份,纺织服装,67.21,73.88
2613,北玻股份,专用设备,206.52,54.36
2614,蒙发利,家电行业,43.17,85.40
2615,哈尔斯,金属制品,42.35,47.88
2616,长青集团,家电行业,66.08,91.42
2617,露笑科技,金属制品,169.29,109.6
2618,丹邦科技,电子元件,383.67,83.50
2619,巨龙管业,水泥建材,78.16,128.4
2620,瑞和股份,装修装饰,74.99,75.31
2621,三垒股份,机械行业,217.28,61.00
2622,融钰集团,输配电气,293.93,109.2
2623,亚玛顿,玻璃陶瓷,104.82,63.57
2624,完美世界,文化传媒,35.6,415.2
2625,龙生股份,汽车行业,686.48,452.7
2626,金达威,食品饮料,33.15,86.43
2627,宜昌交运,交运物流,54.04,31.07
2628,成都路桥,工程建设,279.49,61.13
2629,仁智股份,石油行业,0.0,42.51
2630,华西能源,机械行业,44.37,91.00
2631,德尔未来,木业家具,59.62,113.9
2632,道明光学,安防设备,125.73,61.24
2633,申科股份,文化传媒,0.0,30.26
2634,棒杰股份,纺织服装,142.21,55.69
2635,安洁科技,电子元件,46.03,178.2
2636,金安国纪,电子元件,67.96,143.1
2637,赞宇科技,化工行业,57.31,57.73
2638,勤上股份,电子元件,209.77,137.3
2639,雪人股份,机械行业,418.2,83.85
2640,跨境通,国际贸易,61.95,243.9
2641,永高股份,塑胶制品,24.69,71.11
2642,荣之联,软件服务,219.25,165.7
2643,万润股份,化工行业,42.8,136.4
2644,佛慈制药,医药制造,96.56,58.83
2645,华宏科技,机械行业,84.74,53.41
2646,青青稞酒,酿酒行业,35.76,92.61
2647,民盛金科,金属制品,0.0,129.3
2648,卫星石化,化工行业,34.09,106.2
2649,博彦科技,软件服务,62.94,73.75
2650,加加食品,食品饮料,48.33,82.37
2651,利君股份,机械行业,183.35,158.1
2652,扬子新材,金属制品,71.31,57.96
2653,海思科,医药制造,41.21,171.2
2654,万润科技,电子元件,59.83,93.62
2655,共达电声,电子元件,279.87,50.40
2656,摩登大道,纺织服装,0.0,69.28
2657,中科金财,软件服务,76.16,122.8
2658,雪迪龙,仪器仪表,49.72,96.42
2659,中泰桥梁,工程建设,0.0,84.21
2660,茂硕电源,电子元件,205.68,36.46
2661,克明面业,食品饮料,44.59,56.40
2662,京威股份,汽车行业,22.4,142.3
2663,普邦股份,园林工程,94.54,99.44
2664,信质电机,机械行业,42.88,101.6
2665,首航节能,机械行业,117.87,166.4
2666,德联集团,汽车行业,39.27,58.99
2667,鞍重股份,专用设备,0.0,30.32
2668,奥马电器,家电行业,54.38,162.1
2669,康达新材,材料行业,78.75,70.58
2670,国盛金控,券商信托,58.16,289.7
2671,龙泉股份,水泥建材,148.62,56.39
2672,东江环保,环保工程,31.59,160.2
2673,西部证券,券商信托,43.42,541.5
2674,兴业科技,纺织服装,81.65,51.54
2675,东诚药业,医药制造,76.83,100.6
2676,顺威股份,塑胶制品,294.06,109.0
2677,浙江美大,家电行业,46.72,94.68
2678,珠江钢琴,文教休闲,88.49,135.9
2679,福建金森,木业家具,0.0,48.33
2680,长生生物,医药制造,45.46,160.9
2681,奋达科技,家电行业,41.84,161.2
2682,龙洲股份,交运物流,127.59,49.90
2683,宏大爆破,化工行业,115.81,72.53
2684,猛狮科技,电子元件,1918.36,133.8
2685,华东重机,机械行业,231.76,68.88
2686,亿利达,家电行业,59.0,70.71
2687,乔治白,纺织服装,65.01,38.39
2688,金河生物,农牧饲渔,38.9,64.04
2689,远大智能,机械行业,172.71,81.76
2690,美亚光电,仪器仪表,44.3,128.6
2691,冀凯股份,机械行业,563.48,47.08
2692,睿康股份,输配电气,65.35,75.84
2693,双成药业,医药制造,0.0,40.22
2694,顾地科技,塑胶制品,351.37,139.8
2695,煌上煌,食品饮料,136.04,120.0
2696,百洋股份,农牧饲渔,74.25,44.00
2697,红旗连锁,商业百货,72.85,105.1
2698,博实股份,专用设备,119.19,111.1
2699,美盛文化,文教休闲,94.36,179.2
2700,新疆浩源,公用事业,70.6,56.52
2701,奥瑞金,金属制品,14.68,200.2
2702,海欣食品,食品饮料,415.94,54.37
2703,浙江世宝,汽车行业,174.13,110.6
2705,新宝股份,家电行业,24.73,107.8
2706,良信电器,输配电气,45.57,73.91
2707,众信旅游,旅游酒店,46.58,130.8
2708,光洋股份,汽车行业,90.44,60.28
2709,天赐材料,化工行业,38.05,160.7
2710,慈铭体检,医药制造,0.0,0
2711,欧浦智网,电子信息,54.95,117.0
2712,思美传媒,文化传媒,69.29,93.09
2713,东易日盛,装修装饰,40.25,69.58
2714,牧原股份,农牧饲渔,12.29,288.6
2715,登云股份,汽车行业,666.92,29.67
2716,金贵银业,贵金属,63.64,112.5
2717,岭南园林,园林工程,39.63,103.3
2718,友邦吊顶,木业家具,54.07,60.85
2719,麦趣尔,食品饮料,81.5,50.07
2720,宏良股份,纺织服装,0.0,0
2721,金一文化,珠宝首饰,98.17,106.8
2722,金轮股份,机械行业,63.18,84.22
2723,金莱特,家电行业,762.35,50.20
2724,海洋王,电子元件,388.13,103.4
2725,跃岭股份,汽车行业,79.49,36.02
2726,龙大肉食,农牧饲渔,32.63,89.53
2727,一心堂,医药制造,31.97,113.0
2728,特一药业,医药制造,67.91,64.36
2729,好利来,电子元件,282.32,56.68
2730,电光科技,专用设备,184.66,68.67
2731,萃华珠宝,珠宝首饰,128.79,43.31
