股票代码,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%)
600022,0.0029,1.9772,0.3849,1.2637,842042.28,-0.3733,0.15,5.4,55.9,8.53,0.0,0.0
600023,0.43,4.2575,0.8382,1.7538,1360069.0,1.2192,10.09,26.1,37.05,0.0,3.82,4.55
600026,0.4768,6.7988,3.0153,1.8837,403203.29,3.0996,6.53,25.02,52.74,-26.01,66.65,40.61
600027,0.339,4.3211,2.244,1.3334,986297.67,1.6778,7.93,22.59,73.14,-10.8,-56.53,-59.66
600028,0.383,5.8828,1.772,0.9872,12107120.96,2.2727,6.68,22.72,44.45,-4.43,43.79,2.81
600029,0.66,4.5166,2.095,1.421,981756.7,1.9389,15.34,19.54,70.8,1.52,37.45,33.51
600030,0.86,11.7766,-4.0763,4.4944,1211690.84,3.8947,7.36,0.0,75.6,-32.16,-47.65,-48.49
600031,0.0228,2.9534,0.2674,0.0843,765794.63,1.7728,0.75,26.5,59.72,-11.04,0.0,0.0
600033,0.1961,3.0292,0.4588,0.6051,274440.0,1.1319,7.58,69.43,45.04,-2.91,13.21,16.34
600035,0.1867,3.2014,0.515,0.7873,173079.59,0.9852,7.64,69.07,53.22,1.05,-18.12,-18.08
600036,2.46,15.9537,-4.7825,2.6774,2521984.56,7.895,16.27,0.0,93.21,3.75,7.6,7.18
600037,0.4274,8.7884,0.5457,4.7046,139177.79,2.3638,5.09,28.91,15.93,9.54,38.11,233.27
600038,0.745,11.635,-0.5062,7.1805,58947.67,2.695,6.55,14.07,64.32,-0.18,0.48,1.89
600039,0.1904,2.9971,0.1385,0.3785,301973.27,1.3597,6.45,9.02,83.21,18.4,22.37,31.11
600048,0.5996,7.0905,3.428,1.2497,1185844.11,4.6414,9.29,30.13,74.58,37.46,9.9,10.15
600050,0.0073,3.6564,3.7518,1.3121,2119659.64,1.3886,0.2,22.84,62.57,-1.03,-95.56,-104.06
600051,0.319,6.3009,2.118,0.4685,31088.0,2.8033,5.05,20.62,74.03,25.36,-15.32,73.07
600052,0.41,2.3483,1.3229,0.1185,87178.91,0.5986,21.3,20.42,54.42,-25.71,0.0,0.0
600053,0.6329,3.2822,1.2869,0.4352,43354.08,1.4475,20.98,78.04,66.3,174.24,841.26,832.63
600054,0.4364,4.3004,0.485,0.4611,74730.0,2.4734,10.53,52.63,20.69,0.96,11.57,11.53
600055,0.117,4.4229,0.0162,2.3836,38629.73,0.8206,2.9,40.43,15.8,8.01,77.37,83.41
600056,0.9237,6.438,0.9397,2.2718,106848.55,2.5832,15.97,11.79,60.64,25.12,54.31,52.63
600057,0.32,5.5104,0.2183,2.9952,117077.94,1.4379,6.01,2.87,74.57,80.72,126.63,142.78
600058,0.027,4.6653,10.2547,3.8983,107191.07,-1.1451,0.58,5.48,79.34,-34.29,0.0,0.0
600059,0.12,4.7839,-0.1305,2.3258,80852.42,1.2003,2.51,33.99,8.11,16.83,12.35,28.85
600060,1.344,10.076,1.888,1.7263,130848.12,6.2199,13.99,16.58,40.02,5.44,18.14,25.39
600061,0.57,7.0949,-2.5931,4.5079,369415.17,1.3622,7.79,5.9,78.14,-51.57,-40.12,-35.27
600062,0.9858,9.2291,1.0646,0.9109,72447.06,6.8177,11.15,53.11,14.6,6.94,8.04,59.1
600063,0.061,2.2651,0.3021,0.3638,164589.47,0.1644,2.7,18.97,55.87,0.39,42.09,16.52
600064,1.199,12.7443,2.7287,0.5591,77247.31,3.9603,9.86,36.59,58.42,34.48,9.23,72.58
600066,1.83,6.1355,1.5955,0.5776,221393.92,3.676,31.24,27.82,61.09,14.87,14.38,16.28
600067,0.22,4.5681,1.579,0.8283,149211.07,2.4719,4.55,24.37,61.09,-17.2,51.34,60.86
600068,0.686,4.8911,-0.7445,1.6473,460477.74,1.7129,14.78,13.05,67.64,21.85,26.55,22.1
600069,-0.0859,1.8518,0.1246,1.473,124910.3,-0.6801,-4.53,7.58,56.14,-7.27,0.0,0.0
600070,0.1928,6.4039,0.0952,3.7555,52194.61,0.2667,9.77,15.02,35.09,9.28,321.5,0.0
600071,-0.49,1.6429,-0.1046,0.4359,23747.25,-0.0891,-25.73,4.67,48.79,-6.68,-681.68,0.0
600072,-0.0868,5.9429,-0.2268,4.6733,73624.99,0.0971,-5.71,0.49,46.45,-34.42,0.0,0.0
600073,0.31,3.4647,0.7241,1.8118,93772.95,0.5736,9.35,16.0,49.64,6.46,136.73,138.29
600074,0.27,1.6871,-0.055,0.2833,243788.6,0.5314,28.05,40.18,40.69,224.11,219.26,218.91
600075,0.8,5.4896,0.1959,2.3245,69465.88,1.8711,16.61,28.03,52.2,19.05,154.93,55.54
600076,0.28,2.7336,-0.0134,0.4979,103426.41,1.1641,10.68,39.95,24.35,32.51,44.0,42.96
600077,0.064,2.88,1.6835,0.9456,134012.23,1.4991,2.22,14.61,63.85,174.95,639.97,4421.85
600078,0.091,2.7715,0.876,0.5887,66257.29,0.9606,3.32,14.6,71.91,36.88,235.02,412.47
600079,0.63,6.6449,0.4094,3.0391,128604.91,2.456,9.09,36.79,54.66,22.65,27.31,0.02
600080,0.0833,3.5068,0.1236,0.8274,30529.59,1.3429,2.41,63.47,26.19,-17.34,15.83,25.66
600081,0.2479,3.5422,0.3287,0.0486,31356.0,2.0903,6.95,17.69,62.0,8.52,-42.97,-40.01
600082,-0.0752,2.6428,-0.1713,0.6386,64611.58,0.8487,-2.8,3.62,50.78,7.06,0.0,0.0
600083,0.021,0.2506,0.0352,0.4193,23000.0,-1.1909,8.22,31.74,46.19,-12.84,-54.22,-54.11
600084,-0.0619,2.1182,-0.0978,2.4102,112372.68,-1.3664,-2.88,55.62,30.89,-1.64,0.0,0.0
600085,0.68,5.6826,0.7625,1.4628,137147.03,2.753,12.51,45.98,29.2,10.96,6.59,4.85
600086,0.1634,2.2029,-0.1875,0.4676,135000.0,0.7056,7.7,13.77,65.92,-26.03,-24.45,-13.11
600088,-0.038,3.4064,0.033,0.9653,33142.2,1.0523,-1.11,7.38,16.6,-3.69,-131.4,-140.19
600089,0.5456,6.8451,-0.2436,2.5372,323788.27,3.139,8.12,19.99,65.09,-3.94,9.41,10.25
600090,0.21,3.6682,0.138,1.3493,143966.29,1.2346,5.8,13.87,18.86,-0.88,25.54,30.43
600091,0.03,2.0332,-0.2041,3.8188,43741.25,-2.9328,1.7,2.11,29.55,28.21,-55.62,0.0
600093,0.396,5.3437,-1.1792,3.5983,112244.75,0.7019,7.67,6.83,39.73,551.05,258.97,281.18
600094,0.3901,4.2518,-0.8603,2.3649,247532.51,0.7579,10.24,42.31,78.03,84.3,190.44,255.47
600095,0.0426,2.0137,0.3458,0.7402,36126.36,0.153,2.13,38.46,32.4,-3.92,5.49,0.0
600096,-2.5668,2.9394,1.3932,4.1861,132137.91,-2.5202,-62.1,6.76,92.48,4.71,-3419.93,0.0
600097,-0.77,3.1746,-0.1186,0.1258,20259.79,0.6262,-21.51,17.97,59.83,55.35,0.0,0.0
600098,0.3631,5.6015,0.5311,1.4034,272619.66,2.155,6.56,15.82,47.57,19.13,0.44,8.27
600099,0.0088,2.1645,-0.0327,0.91,21912.0,0.1388,0.41,12.13,19.71,29.58,-18.06,52.3
600100,1.7199,7.653,-1.5156,3.1249,296389.9,3.078,24.14,17.72,55.93,-4.44,799.41,-383.09
600101,0.26,6.1012,0.5201,1.4528,32417.9,3.2566,4.32,15.69,29.55,9.13,-6.23,-1.73
600103,0.0341,1.7957,0.1498,0.7596,177370.6,-0.0792,3.25,18.36,35.92,10.69,0.0,0.0
600104,1.9764,17.0348,1.4354,4.7231,1168346.14,8.0753,12.79,12.42,58.14,11.66,8.6,7.22
600105,0.169,2.4664,-0.1561,0.4737,94499.31,0.7377,7.06,15.39,31.44,10.02,35.45,187.2
600106,0.33,3.8422,0.259,0.0598,90774.2,1.6495,8.8,87.08,49.08,-4.77,31.37,33.51
600107,-0.029,1.4355,0.2168,0.4432,36000.0,-0.0748,-2.03,36.83,57.61,-11.14,-458.2,-9644.13
600108,0.0279,2.4044,0.0063,0.2768,194691.51,0.8871,1.16,20.28,37.64,2.36,-49.15,90.91
600109,0.335,5.6603,-3.249,2.5927,302435.93,1.4787,6.02,0.0,63.13,-27.21,-39.79,-43.3
600110,0.0236,1.6175,-0.4252,0.5896,115031.21,-0.0269,1.45,23.37,58.26,9.8,0.0,0.0
600111,0.009,2.2687,0.2706,0.0429,363306.6,0.9177,0.41,20.03,38.08,-20.64,-88.61,-99.76
600112,0.0108,2.2877,0.0136,0.9098,50920.48,0.3331,0.47,38.79,57.42,-20.94,20.53,-32.51
600113,0.31,1.7903,0.4987,0.0,31860.0,0.776,19.03,53.47,37.73,-63.78,7.53,293.09
600114,0.46,5.36,0.7178,3.3252,42534.76,0.9631,10.63,34.51,14.87,7.22,9.65,14.09
600115,0.4928,3.4339,1.3287,1.8501,1446758.57,0.745,16.19,20.61,73.91,4.79,25.5,29.84
600116,0.23,2.469,0.4373,0.7683,99300.55,0.6144,9.92,30.56,46.93,-4.43,11.64,19.06
600117,-0.3348,2.3473,-0.4337,1.7486,104511.83,-0.5975,-39.01,9.48,94.52,33.32,0.0,0.0
600118,0.34,4.124,0.5333,1.364,118248.91,1.6653,8.42,13.51,47.03,16.31,3.69,3.19
600119,0.41,3.0391,-0.7042,1.079,30740.0,0.8325,14.18,16.61,54.05,-37.2,56.02,8761.53
600120,0.94,11.2088,-0.0505,0.0838,50547.35,5.7047,8.86,17.34,34.68,-38.6,5.86,0.0
600121,-0.14,3.434,0.6422,0.4955,101534.34,0.8468,-4.2,6.92,62.1,-21.88,0.0,0.0
600122,0.2583,7.1329,0.0551,1.8259,115381.84,2.0704,3.77,8.09,53.76,6.28,-19.32,8.21
600123,-0.2068,8.0397,-0.1369,0.2273,114240.0,5.0233,-2.54,18.88,58.62,-16.95,-469.9,-287.73
600125,0.185,3.8391,0.3588,0.1209,130552.19,2.3169,4.89,7.71,32.94,-0.06,-14.07,-14.82
600126,0.28,5.462,0.8165,4.3477,259783.78,-0.0885,3.97,8.66,43.68,-19.39,0.0,0.0
600127,0.0157,1.1589,-0.2234,0.726,64178.32,-0.5926,1.36,11.33,56.67,-2.98,0.0,0.0
600128,0.1487,6.1528,0.1995,2.8723,24676.75,1.7439,2.42,7.92,44.47,-23.98,15.61,48.82
600129,2.1788,3.7299,-0.0495,0.514,42689.4,1.5127,58.41,29.75,83.39,5.85,358.8,0.0
600130,0.04,1.2958,-0.2591,0.5936,76800.0,-0.3905,3.14,5.45,30.49,66.86,-49.48,-51.78
600131,0.33,2.0747,0.4442,0.0935,50412.52,0.6706,16.8,18.96,56.52,21.44,29.56,11.86
600132,0.54,2.7029,1.6518,0.0,48397.12,1.2231,21.43,40.96,64.87,-4.1,53.14,47.34
600133,0.0529,2.7284,0.2616,0.8969,63425.78,0.5185,1.95,17.4,88.56,-17.76,-9.87,34.18
600135,0.1103,4.3989,-0.1045,2.4127,37299.17,0.5944,2.53,17.27,19.49,20.14,12.26,2.95
600136,0.25,4.9009,-0.6543,3.4708,48718.22,0.4007,5.54,54.22,31.0,31.98,128.51,106.01
600137,0.086,4.6151,0.0028,3.5158,9721.76,-0.0085,1.88,18.12,19.99,16.87,474.57,560.73
600138,0.606,6.9693,0.6287,2.4171,72384.0,3.3772,9.01,23.43,37.76,-1.65,53.15,29.97
600139,-0.349,1.1937,-0.6097,0.5726,66189.05,-0.5318,-25.4,25.93,76.21,-29.97,-6868.12,0.0
600141,0.1732,9.5389,2.2371,5.5765,51223.73,2.4498,1.88,13.02,68.9,17.34,32.02,-89.12
600143,0.227,3.5096,0.4194,1.284,271678.48,1.0696,7.21,17.89,46.92,8.54,13.31,16.85
600145,0.0158,0.4214,-0.2241,1.0067,149110.04,-1.6092,3.82,0.0,32.74,0.0,0.0,0.0
600146,0.108,6.1097,-0.1645,5.5107,46997.0,-0.4473,3.65,34.79,26.56,2791.42,0.0,0.0
600148,0.073,2.6424,0.1697,0.6297,14151.65,0.7612,2.81,32.28,49.34,7.26,187.6,260.23
600149,-0.0403,0.5087,0.0373,0.2788,38016.0,-0.8925,-7.59,25.01,11.34,275.67,0.0,0.0
600150,-0.317,12.4215,-2.5614,3.3527,137811.76,7.6133,-2.52,9.65,63.0,-20.52,-355.48,-812.26
600151,0.1511,4.2459,0.0,3.2696,143425.23,-0.1709,0.0,17.49,54.61,34.83,16.13,0.0
600152,-0.2316,1.864,0.0452,0.5432,29349.42,-0.1024,-12.08,7.42,51.02,-31.21,-453.7,0.0
600153,0.46,7.0595,-2.0975,0.8603,283520.05,4.7887,6.7,6.39,79.62,1.03,-18.32,-17.69
600155,-0.0046,8.6603,-0.9621,7.9468,173955.66,-0.2965,-2.27,11.64,66.17,69.13,-102.78,0.0
600156,0.0236,1.7506,-0.1046,0.3555,40211.07,0.3432,1.35,4.31,34.6,-22.3,1.26,0.0
600157,0.038,1.8635,0.2506,0.7306,1242579.53,0.1006,1.97,38.24,69.6,0.62,-12.37,-307.58
600158,0.0723,1.8849,0.2726,0.0282,84373.54,0.7082,3.89,21.33,48.73,39.32,-21.37,374.71
600159,0.12,2.6819,-0.2704,0.4137,83000.32,1.2357,4.63,29.5,21.2,66.02,69.43,117.82
600160,0.039,4.8949,0.1896,2.5321,211166.62,1.1094,0.98,10.71,14.33,6.47,-49.13,-48.06
600161,0.36,4.1234,0.1641,0.3183,51546.69,2.5481,8.48,50.93,59.44,8.15,356.68,489.63
600162,0.1402,2.5563,0.7262,1.233,340337.14,0.0,10.4,45.25,64.86,14.04,42.27,40.88
600163,0.106,1.5812,0.2648,2.0929,99946.52,-1.5824,6.91,59.95,46.85,-41.94,1723.39,0.0
600165,-0.119,1.3048,0.187,0.4299,68488.38,-0.1809,-8.81,4.8,75.11,288.75,0.0,0.0
600166,0.035,2.7882,-0.227,1.1754,667013.13,0.3296,1.24,14.96,63.98,16.56,44.04,0.0
600167,1.0276,3.6475,1.5082,0.1116,68014.93,2.4057,32.74,46.62,61.32,15.95,52.2,131.32
600168,0.42,6.4468,0.2899,2.1318,70956.97,2.9832,6.76,27.44,44.58,-0.05,-10.56,-12.54
600169,-0.3825,1.9567,-0.5316,0.6435,256395.5,0.2066,-19.83,2.51,83.55,-51.28,-9119.15,0.0
600170,0.28,2.8159,0.4322,0.3875,748268.72,1.2002,9.85,10.22,85.23,6.56,12.03,15.12
600171,0.06,2.7433,0.0887,1.1899,67380.78,0.3451,2.05,25.9,10.94,4.06,-25.98,-22.03
600172,0.3217,5.9777,0.1204,2.9741,79239.89,1.7583,5.48,38.89,43.97,34.15,62.09,55.69
600173,0.1113,2.3097,1.1937,0.0218,72514.75,1.042,4.89,22.4,59.27,-8.3,33.67,48.97
600175,0.03,3.0165,-0.0794,1.8114,357648.88,0.1629,1.23,7.04,34.0,16.79,257.86,0.0
600176,0.6254,4.5089,1.303,1.8344,243215.75,1.5431,14.84,44.72,53.84,5.55,54.73,49.06
600177,1.37,8.8612,-0.439,1.9098,255817.67,5.9371,14.13,42.38,64.58,-14.95,1.64,18.01
600178,0.17,3.9614,-0.2309,1.8609,46208.0,0.5694,4.39,12.27,58.03,101.2,235.16,0.0
600179,0.37,2.1605,0.696,0.5238,106212.85,0.8891,15.29,22.95,64.99,16.91,71.47,63.99
600180,0.29,4.3127,-0.7752,1.4811,101647.75,1.7557,6.9,9.32,70.03,108.75,32.39,-8.17
600182,0.35,2.7127,1.8682,0.0035,34000.0,1.4298,11.47,24.27,24.0,-12.33,-29.14,-29.21
600183,0.347,3.312,0.512,0.8202,144112.5,1.08,10.66,19.83,45.21,8.85,47.87,34.98
600184,0.01,4.3649,-2.005,2.6626,50876.08,0.6043,0.34,17.82,40.98,-49.72,-45.73,-58.43
600185,0.1773,3.3433,-0.1211,0.5231,206000.03,1.6571,8.1,35.68,73.63,348.13,-55.99,0.0
600186,-0.0423,0.0438,0.0188,0.2999,106202.43,-1.3343,-65.11,12.58,102.35,0.62,0.0,0.0
600187,0.0098,2.1068,0.065,1.2465,165393.51,-0.1593,0.63,33.92,34.52,-24.62,0.0,0.0
600188,0.2072,7.2044,0.4389,0.2562,491201.6,6.1457,2.39,11.82,65.26,68.45,-10.78,-28.38
600189,0.12,4.5723,-1.1194,2.3043,31050.0,0.6664,2.88,24.88,64.86,-76.31,0.0,0.0
600190,0.02,2.9388,0.1785,1.3302,200229.15,0.4294,0.68,10.64,51.76,23.27,-67.11,-94.67
600191,0.0329,4.4389,0.0318,1.304,48493.2,0.6705,0.71,2.48,13.8,12.77,-89.69,-89.57
600192,0.0505,4.3628,0.0075,2.0947,44174.8,1.1604,1.17,25.08,55.19,0.61,-44.86,-73.05
600193,0.007,0.9102,0.1238,0.3209,42537.3,-0.5255,0.8,20.09,15.24,2827.44,-73.25,0.0
600195,0.4994,7.3874,-0.4057,2.1268,42980.0,3.69,6.83,29.13,39.97,-11.81,-6.63,-9.61
600196,1.1621,9.1905,0.8739,3.2544,241447.45,3.7249,14.25,54.07,42.31,16.02,14.05,26.36
600197,0.6277,4.3591,1.3298,0.4617,44100.0,2.1955,14.9,50.21,28.78,3.38,-1.82,-2.08
600198,-0.7085,3.9046,0.0606,4.1876,88210.85,-1.3464,-16.63,10.75,72.22,8.19,0.0,0.0
600199,0.018,4.0197,-0.2977,1.2609,55577.5,1.5025,0.45,55.7,29.48,-17.76,-73.81,-93.61
600200,0.0835,4.0687,0.9192,1.9988,72189.2,0.4286,3.63,9.72,50.0,40.46,195.62,277.26
600201,0.85,5.8502,0.5373,2.0257,61315.24,2.6255,20.5,76.29,11.86,16.58,20.09,20.8
600202,-0.2151,2.036,0.4433,0.1991,38334.07,0.4951,-10.03,8.67,60.81,-50.59,0.0,0.0
600203,0.15,4.8702,0.1653,3.5665,45644.71,0.0754,3.21,6.19,54.93,14.77,-45.63,-269.32
600206,0.06,3.3555,-0.1539,1.6753,83877.83,0.5965,1.72,6.17,8.45,47.05,57.86,-33.95
600207,0.0022,2.1794,0.0398,3.3284,86295.6,-2.605,0.2,12.92,21.06,7.1,-97.26,0.0
600208,0.078,2.6712,0.4512,0.8932,859934.35,0.767,2.93,20.44,75.29,32.29,16.9,37.15
600209,-0.11,1.5285,-0.083,0.2697,43901.12,0.1634,-6.93,11.72,19.23,52.69,0.0,0.0
600210,0.162,2.7738,0.5621,0.2488,151673.62,1.0207,5.89,20.73,61.27,1.61,59.01,65.79
600211,1.36,4.5377,1.7186,1.4882,14558.9,1.6574,34.64,76.33,71.27,-42.38,116.39,157.88
600212,0.0871,1.4497,0.0101,0.9143,51169.72,-0.6596,6.31,18.66,10.25,-3.87,0.0,0.0
600213,0.2,0.5017,-0.4244,1.555,22000.0,-2.258,49.22,12.75,94.75,83.68,0.0,0.0
600215,0.0325,5.2302,-0.0782,2.1042,46503.29,1.6969,0.62,24.31,29.39,104.51,0.0,0.0
600216,0.4207,7.3679,0.2517,1.1122,96284.8,4.0582,6.0,27.43,18.02,17.51,114.42,0.0
600217,0.05,0.7003,-0.4591,-0.2901,134158.75,0.3595,6.99,48.97,70.69,-23.06,-45.76,-48.38
600218,0.26,5.0896,1.3729,2.8319,36875.5,0.9584,5.15,13.74,44.1,4.37,23.19,44.59
600219,0.0499,3.3614,0.0645,1.6234,925110.29,0.6638,1.93,13.49,25.72,-4.54,-14.75,-21.3
600220,0.0735,1.0834,-0.1002,0.0,178334.03,-0.0023,7.02,27.45,52.47,3.84,100.13,82.03
600221,0.21,3.0271,0.7311,1.0803,1680612.03,0.8213,7.0,22.91,54.18,15.48,4.51,4.4
600222,0.0037,2.5839,-0.0806,1.1369,57388.63,0.3583,0.15,29.75,45.38,-10.21,3.34,-221.81
600223,0.09,2.224,-2.4657,0.2965,100096.8,0.8269,4.23,14.61,94.01,30.38,-17.89,-30.23
600225,-0.49,1.5283,0.5383,1.2277,93549.26,-0.8675,-27.46,26.44,89.89,214.08,0.0,0.0
600226,0.22,1.5531,-0.0505,0.1078,109498.3,0.2709,15.2,12.36,49.32,-0.46,68.43,63.67
600227,-0.2389,2.6922,0.0744,1.4517,173631.91,0.0665,-10.84,18.72,35.22,-3.07,-373.18,0.0
600228,-0.15,0.1036,0.0381,1.3964,24132.0,-2.4153,-88.8,8.88,77.33,-20.04,0.0,0.0
600229,0.2154,2.8422,0.1023,0.6907,70209.6,1.1312,7.69,36.7,27.55,15.14,18.27,22.01
600230,1.2613,5.1266,2.2645,2.1829,29418.82,1.2681,28.11,33.47,56.12,64.06,0.0,0.0
600231,0.05,2.0731,0.2749,0.1794,251916.61,0.6505,2.6,7.45,66.09,16.14,181.25,0.0
600232,0.051,3.1965,-0.0083,1.0895,36471.85,0.7882,1.59,13.4,28.51,-11.16,-24.46,-40.37
600233,0.4305,2.7815,0.3137,2.1059,282122.96,0.4956,25.14,14.35,23.16,43.53,90.74,82.87
600234,0.07,0.4772,0.1069,1.625,20244.59,-2.2101,26.45,71.66,76.59,88.33,0.0,0.0
600235,0.04,3.5878,0.6724,2.3599,35130.0,0.0273,1.0,18.82,44.27,4.02,0.0,0.0
600236,0.4043,2.1511,0.868,0.3519,606336.75,0.6865,18.61,60.09,62.18,-9.77,15.42,15.18
600237,-0.1103,2.4252,0.0132,1.4831,56436.96,-0.1812,-4.45,11.71,38.95,-3.87,0.0,0.0
600238,-0.1445,1.8622,-0.1251,0.2844,44820.0,0.3084,-7.47,11.83,45.32,235.13,0.0,0.0
600239,0.23,4.3245,-1.8075,1.7955,107045.79,1.291,5.49,23.49,89.22,143.46,-12.38,0.0
600240,0.6088,3.7303,0.3227,0.1973,142425.36,2.4847,17.43,19.87,70.8,-5.81,25.62,-1.38
600241,-0.0429,3.1008,-0.3739,1.678,22619.21,0.3059,-1.37,20.39,69.03,2.18,0.0,0.0
600242,-0.017,3.0765,-0.0106,3.8312,41801.13,-1.8293,-4.87,16.05,61.04,262.06,0.0,0.0
600243,-0.15,3.9529,-0.7383,2.8358,43885.0,0.0735,-3.73,21.48,38.1,-17.44,-893.06,0.0
600246,0.0706,3.2111,0.6443,1.7271,205400.93,0.3992,2.47,34.29,51.74,-10.81,0.0,0.0
600247,-0.186,0.1129,-0.0035,0.0902,33644.16,-1.1517,-90.95,6.73,95.9,-77.53,0.0,0.0
600248,0.1994,3.1287,0.0069,0.8049,61579.6,1.0789,6.56,8.79,64.51,-5.02,1.39,0.0
600249,0.05,3.6043,0.0274,1.5589,55000.0,0.3382,1.31,14.48,38.59,15.42,0.0,0.0
600250,-0.2,1.0675,0.1904,0.744,25869.25,-0.9993,-16.73,4.31,85.54,-14.15,0.0,0.0
600251,0.0155,2.3914,0.2967,0.4718,78484.2,0.7433,0.64,11.99,45.59,-12.52,-91.13,-88.15
600252,0.14,1.5314,0.4304,0.0247,347510.71,0.2887,9.53,73.69,17.94,24.35,-5.92,141.43
600255,-0.05,1.7512,-0.0639,0.655,176959.36,0.0378,-2.52,2.8,31.19,-16.35,0.0,0.0
600256,0.0315,2.1261,0.2301,0.1347,522142.47,0.8154,1.5,29.25,68.35,-24.44,-51.91,-145.03
600257,0.0109,2.6698,-0.0293,1.2473,48123.72,0.3307,0.7,25.43,45.89,6.74,21.22,100.75
600258,0.2311,13.1002,4.7094,10.6999,67978.56,1.0642,13.02,94.5,81.7,361.51,133.91,330.3
600259,0.1,6.4003,-1.3889,6.9456,30180.23,-1.6417,4.02,3.34,52.37,21.42,0.0,0.0
600260,0.17,4.3681,-2.1344,1.7581,66674.76,1.2017,3.91,9.24,72.87,156.54,0.27,1.66
600261,0.24,2.107,0.527,0.1826,145210.29,0.7611,11.82,26.99,39.2,4.15,31.4,19.19
600262,-0.0167,5.8443,1.3988,2.3761,17000.0,0.4107,-0.29,21.16,59.99,-31.39,0.0,0.0
600265,0.26,0.1563,-0.2462,1.8796,12980.0,-2.8295,0.0,6.9,94.73,-19.5,0.0,0.0
600266,0.44,12.1718,0.7063,2.4232,156704.0,4.8387,3.55,27.75,72.05,18.47,-13.47,-12.78
600267,0.03,7.1265,0.4719,3.7801,96553.18,2.0034,0.45,26.54,59.36,9.37,599.64,0.0
600268,0.05,2.9763,0.7335,1.5147,63524.64,0.159,1.67,22.96,76.59,5.52,3.5,-1660.0
600269,0.44,6.08,0.7282,0.7871,233540.7,3.246,7.71,37.62,51.02,-17.21,45.69,44.8
600270,1.0991,8.2036,-0.1032,0.5947,90548.17,5.7531,13.31,7.14,15.96,13.71,-1.49,-18.36
600271,0.8245,4.8154,1.617,0.2234,186285.12,3.0714,17.97,17.1,37.85,14.43,-1.21,-1.77
600272,0.06,1.951,-0.0295,0.0552,24300.0,0.375,2.85,20.97,52.03,1.45,-20.41,34.18
600273,0.41,2.8858,0.3247,1.0808,130628.53,0.7257,14.94,31.3,43.66,24.83,24.91,37.42
600275,-0.0451,0.317,0.0265,0.2596,50883.72,-0.9921,-13.29,71.42,52.49,-5.87,0.0,0.0
600276,1.104,5.2772,1.1044,0.1867,234745.97,3.5789,23.24,87.07,10.16,19.08,19.22,19.3
600277,0.0794,5.1046,0.2901,3.6023,273894.01,0.4043,1.17,12.32,53.57,18.71,106.47,36.24
600278,0.29,6.0871,1.1315,1.8425,52224.17,2.0779,5.05,5.3,52.13,8.49,1.02,53.89
600279,0.11,4.6855,-0.274,3.042,69295.86,0.5514,2.43,17.87,44.24,6.45,0.85,-1.04
600280,0.07,1.4987,-0.0495,0.0111,114833.49,0.089,4.78,22.1,89.27,-4.73,-53.51,-37.02
