股票代码,预告类型,预告日期,变动范围
300316,预增,2017-04-07,110%~140%
300321,预降,2017-04-07,-45%~-20%
300606,预增,2017-04-07,111.05%~140.54%
300258,预升,2017-04-07,29.21%~40.96%
300372,预亏,2017-04-07,-1581.49%~-1195.02%
300143,预增,2017-04-07,514.17%~575.58%
300251,预降,2017-04-07,-20.06%~-5.95%
300558,预降,2017-04-07,-35%~-20%
300402,减亏,2017-04-07,0
300517,预降,2017-04-07,-20%~-5%
300485,预升,2017-04-07,-25%~5%
300629,预升,2017-04-07,15.12%~27.45%
300220,预升,2017-04-07,0%~30%
300100,预升,2017-04-07,5%~20%
300500,预升,2017-04-07,1.55%~13.08%
300010,预增,2017-04-07,91.52%~111.89%
300004,预亏,2017-04-07,0
300107,预升,2017-04-07,-2.43%~8.41%
300384,预降,2017-04-07,-30%~-20%
300599,预升,2017-04-07,0%~10%
300242,预升,2017-04-07,-22.35%~1.13%
300508,预升,2017-04-07,23%~43%
300240,预升,2017-04-07,20%~40%
300099,预盈,2017-04-07,0
300322,预减,2017-04-07,-87.6%~-69%
300236,预升,2017-04-07,5.11%~17.48%
300148,预增,2017-04-07,455%~484%
300091,预升,2017-04-07,1.31%~13.67%
300502,预升,2017-04-07,16.39%~44.33%
300302,预增,2017-04-07,40%~65%
300315,预升,2017-04-07,-25%~5%
300284,预升,2017-04-07,0%~10%
300171,预降,2017-04-07,-40%~-20%
300619,预盈,2017-04-07,0
300155,预亏,2017-04-07,0
300185,预升,2017-04-07,20%~50%
300208,,,
